"old_tips","new_tips"
"Myrcia.eriocalyx_Faria.1446","Myrcia.eriocalyx"
"Myrcia.eriocephala_Araujo.1803","Myrcia.eriocephala"
"Myrcia.eriopus_Lucas.258","Myrcia.eriopus"
"Myrcia.espiritosantensis_Amorim.2033","Myrcia.espiritosantensis"
"Myrcia.estremenae_Flickinger.88","Myrcia.estremenae"
"Myrcia.eugeniopsoides_Lucas.61","Myrcia.eugeniopsoides"
"Myrcia.eumecephylla_Matsumoto.803","Myrcia.eumecephylla"
"Myrcia.excoriata_Matsumoto.825","Myrcia.excoriata"
"Myrcia.eximia_Santos.625","Myrcia.eximia"
"Myrcia.fasciculata_Bhiki.285","Myrcia.fasciculata"
"Myrcia.fenzliana_Vasconcelos.592","Myrcia.fenzliana"
"Myrcia.ferruginea_Lucas.1235","Myrcia.ferruginea"
"Myrcia.ferruginosa_Santos.689","Myrcia.ferruginosa"
"Myrcia.flagellaris_Lucas.83","Myrcia.flagellaris"
"Myrcia.florifera_Araujo.1885","Myrcia.florifera"
"Myrcia.garciae_Araujo.1802","Myrcia.garciae"
"Myrcia.gilsoniana_Lucas.1221","Myrcia.gilsoniana"
"Myrcia.glaziovii_Vasconcelos.501","Myrcia.glaziovii"
"Myrcia.glomerata_Lucas.74","Myrcia.glomerata"
"Myrcia.grammica_Vasconcelos.483","Myrcia.grammica"
"Myrcia.grandifolia_Faria.2073","Myrcia.grandifolia"
"Myrcia.grandis_Staggemeier.850","Myrcia.grandis"
"Myrcia.grazielae_Amorim.2016","Myrcia.grazielae"
"Myrcia.guianensis_Harley.50707","Myrcia.guianensis"
"Myrcia.hartwegiana_Amorim.1925","Myrcia.hartwegiana"
"Myrcia.hatschbachii_Santos.661","Myrcia.hatschbachii"
"Myrcia.hebepetala_Lucas.64","Myrcia.hebepetala"
"Myrcia.hedraiophylla_Araujo.1874","Myrcia.hedraiophylla"
"Myrcia.hexasticha_Lucas.194","Myrcia.hexasticha"
"Myrcia.hirtiflora_Staggemeier.751","Myrcia.hirtiflora"
"Myrcia.hylobates_Holst.8054","Myrcia.hylobates"
"Myrcia.ilheosensis_Amorim.2037","Myrcia.ilheosensis"
"Myrcia.inaequiloba_Lucas.105","Myrcia.inaequiloba"
"Myrcia.insigniflora_Matsumoto.799","Myrcia.insigniflora"
"Myrcia.isaiana_Lucas.60","Myrcia.isaiana"
"Myrcia.laricina_Caxambu.3217","Myrcia.laricina"
"Myrcia.laxiflora_Lucas.682","Myrcia.laxiflora"
"Myrcia.legrandii_Lucas.171","Myrcia.legrandii"
"Myrcia.lenheirensis_Lucas.263","Myrcia.lenheirensis"
"Myrcia.lignosa_Wood.26462","Myrcia.lignosa"
"Myrcia.limae_Cordeiro.310","Myrcia.limae"
"Myrcia.linearifolia_Lima.506B","Myrcia.linearifolia"
"Myrcia.littoralis_Lima.510","Myrcia.littoralis"
"Myrcia.lonchophylla_Lucas.84","Myrcia.lonchophylla"
"Myrcia.longicalyptrata_Vasconcelos.523","Myrcia.longicalyptrata"
"Myrcia.longipetiolata_Amorim.2024","Myrcia.longipetiolata"
"Myrcia.loranthifolia_Lucas.122","Myrcia.loranthifolia"
"Myrcia.lucasiae_Vasconcelos.439","Myrcia.lucasiae"
"Myrcia.lughadhae_Hurbath.92","Myrcia.lughadhae"
"Myrcia.magnifolia_Amorim.2000","Myrcia.magnifolia"
"Myrcia.marianae_Staggemeier.764","Myrcia.marianae"
"Myrcia.maricaensis_AcevedoRodriguez.7160","Myrcia.maricaensis"
"Myrcia.maximiliana_Santos.750","Myrcia.maximiliana"
"Myrcia.mcvaughii_Caddah.547","Myrcia.mcvaughii"
"Myrcia.megaphylla_Santos.721","Myrcia.megaphylla"
"Myrcia.micropetala_Paixao.289","Myrcia.micropetala"
"Myrcia.microphylla_Santos.617","Myrcia.microphylla"
"Myrcia.minutiflora_Sasaki.2394","Myrcia.minutiflora"
"Myrcia.mischophylla_Sobral.sn","Myrcia.mischophylla"
"Myrcia.montana_Lucas.261","Myrcia.montana"
"Myrcia.mucugensis_Santos.823","Myrcia.mucugensis"
"Myrcia.multiflora_Staggemeier.422","Myrcia.multiflora"
"Myrcia.multipunctata_Matsumoto.752","Myrcia.multipunctata"
"Myrcia.mutabilis_Mazine.1052","Myrcia.mutabilis"
"Myrcia.myrtillifolia_Lima.381","Myrcia.myrtillifolia"
"Myrcia.neoclusiifolia_Lucas.253","Myrcia.neoclusiifolia"
"Myrcia.neodimorpha_Folli.6649","Myrcia.neodimorpha"
"Myrcia.neoglabra_Staggemeier.935","Myrcia.neoglabra"
"Myrcia.neokiaerskovii_Pollard.1194","Myrcia.neokiaerskovii"
"Myrcia.neolaevigata_Araujo.1793","Myrcia.neolaevigata"
"Myrcia.neolucida_Sasaki.2448","Myrcia.neolucida"
"Myrcia.neoobscura_Matsumoto.836","Myrcia.neoobscura"
"Myrcia.chytraculia.var.pauciflora_Araujo.1792","Myrcia.chytraculia.var.pauciflora"
"Myrcia.neopicardae_Flickinger.2015DR10","Myrcia.neopicardae"
"Myrcia.neoregeliana_Matsumoto.814","Myrcia.neoregeliana"
"Myrcia.neoriedeliana_Lucas.88","Myrcia.neoriedeliana"
"Myrcia.neosericea_Faria.972","Myrcia.neosericea"
"Myrcia.neosintenisii_Araujo.1785","Myrcia.neosintenisii"
"Myrcia.neospeciosa_Holst.9399","Myrcia.neospeciosa"
"Myrcia.neospruceana_Santos.601","Myrcia.neospruceana"
"Myrcia.neosuaveolens_Lucas.85","Myrcia.neosuaveolens"
"Myrcia.neothomasiana_Pollard.1195","Myrcia.neothomasiana"
"Myrcia.neuwiedeana_Staggemeier.793","Myrcia.neuwiedeana"
"Myrcia.nitida_Santos.720","Myrcia.nitida"
"Myrcia.nivea_Lima.538","Myrcia.nivea"
"Myrcia.oblongata_Santos.667","Myrcia.oblongata"
"Myrcia.obovata_Lima.459","Myrcia.obovata"
"Myrcia.obversa_Matsumoto.820","Myrcia.obversa"
"Myrcia.ottonis_Oviedo.sn","Myrcia.ottonis"
"Myrcia.ovina_Ibrahim.277","Myrcia.ovina"
"Myrcia.palustris_Brotto.1546","Myrcia.palustris"
"Myrcia.pendula_Lucas.1206","Myrcia.pendula"
"Myrcia.piauhiensis_Faria.2172","Myrcia.piauhiensis"
"Myrcia.pinetorum_Oviedo.sn","Myrcia.pinetorum"
"Myrcia.pinifolia_Vasconcelos.505","Myrcia.pinifolia"
"Myrcia.platyclada_Hawthorne.502","Myrcia.platyclada"
"Myrcia.plusiantha_Santos.712","Myrcia.plusiantha"
"Myrcia.polyantha_Staggemeier.797","Myrcia.polyantha"
"Myrcia.polyneura_Gomez.sn","Myrcia.polyneura"
"Myrcia.pseudospectabilis_Amorim.2005","Myrcia.pseudospectabilis"
"Myrcia.psilophylla_Lucas.1224","Myrcia.psilophylla"
"Myrcia.pubescens_IBGE.sn","Myrcia.pubescens"
"Myrcia.pubipetala_Lima.440","Myrcia.pubipetala"
"Myrcia.pulchella_Zappi.2496","Myrcia.pulchella"
"Myrcia.pulvinata_Amorim.1901","Myrcia.pulvinata"
"Myrcia.racemosa_Lucas.63","Myrcia.racemosa"
"Myrcia.ramiflora_Lucas.1181","Myrcia.ramiflora"
"Myrcia.raminfinita_Lucas.1033","Myrcia.raminfinita"
"Myrcia.ramuliflora_Lima.412","Myrcia.ramuliflora"
"Myrcia.restingae_Lucas.990","Myrcia.restingae"
"Myrcia.reticulata_Santos.803","Myrcia.reticulata"
"Myrcia.reticulosa_Harley.50309","Myrcia.reticulosa"
"Myrcia.retivenia_Acosta.sn","Myrcia.retivenia"
"Myrcia.retorta_Lucas.179","Myrcia.retorta"
"Myrcia.rhodophylla_Flickinger.28","Myrcia.rhodophylla"
"Myrcia.riodocensis_Staggemeier.917","Myrcia.riodocensis"
"Myrcia.rionegrensis_Vasconcelos.307","Myrcia.rionegrensis"
"Myrcia.robusta_Lucas.727","Myrcia.robusta"
"Myrcia.rosangelae_Amorim.1499","Myrcia.rosangelae"
"Myrcia.rufipes_Lucas.280","Myrcia.rufipes"
"Myrcia.rupestris_Santos.640","Myrcia.rupestris"
"Myrcia.rupta_Vasconcelos.311","Myrcia.rupta"
"Myrcia.ruschii_Amorim.1941","Myrcia.ruschii"
"Myrcia.salzmannii_Vasconcelos.459","Myrcia.salzmannii"
"Myrcia.saxatilis_Lucas.98","Myrcia.saxatilis"
"Myrcia.selloi_Lucas.110","Myrcia.selloi"
"Myrcia.serrana_Amorim.2013","Myrcia.serrana"
"Myrcia.servata_Santos.777","Myrcia.servata"
"Myrcia.sessilissima_Santos.641","Myrcia.sessilissima"
"Myrcia.siriacoana_Lima.505","Myrcia.siriacoana"
"Myrcia.capixaba_Trad.579","Myrcia.capixaba"
"Myrcia.spathulifolia_Faria.4214","Myrcia.spathulifolia"
"Myrcia.spectabilis_Lucas.75","Myrcia.spectabilis"
"Myrcia.splendens_Lucas.73","Myrcia.splendens"
"Myrcia.springiana_Amorim.2007","Myrcia.springiana"
"Myrcia.squamata_Vieira.800","Myrcia.squamata"
"Myrcia.stricta_Santos.608","Myrcia.stricta"
"Myrcia.strigipes_Matsumoto.798","Myrcia.strigipes"
"Myrcia.subacuminata_Lucas.225","Myrcia.subacuminata"
"Myrcia.subalpestris_Lima.514","Myrcia.subalpestris"
"Myrcia.subavenia_Santos.585","Myrcia.subavenia"
"Myrcia.subcordata_Santos.586","Myrcia.subcordata"
"Myrcia.subsericea_Santos.797","Myrcia.subsericea"
"Myrcia.subterminalis_Santos.733","Myrcia.subterminalis"
"Myrcia.sucrei_Staggemeier.916","Myrcia.sucrei"
"Myrcia.suffruticosa_MelloSilva.1690","Myrcia.suffruticosa"
"Myrcia.sylvatica_SantosLima.844","Myrcia.sylvatica"
"Myrcia.tenuifolia_Santos.747","Myrcia.tenuifolia"
"Myrcia.tenuivenosa_Lucas.87","Myrcia.tenuivenosa"
"Myrcia.tetraloba_Lima.415","Myrcia.tetraloba"
"Myrcia.tetraphylla_Staggemeier.926","Myrcia.tetraphylla"
"Myrcia.teuscheriana_Lucas.633","Myrcia.teuscheriana"
"Myrcia.thomasii_Amorim.1020","Myrcia.thomasii"
"Myrcia.tijucensis_Zappi.305","Myrcia.tijucensis"
"Myrcia.tomentosa_SoaresSilva.752","Myrcia.tomentosa"
"Myrcia.tortuosa_Lima.486","Myrcia.tortuosa"
"Myrcia.trimera_Lucas.1190","Myrcia.trimera"
"Myrcia.truncata_Lucas.1189","Myrcia.truncata"
"Myrcia.tumida_Lima.387","Myrcia.tumida"
"Myrcia.umbraticola_Prevost.4749_Guyana","Myrcia.umbraticola"
"Myrcia.variabilis_Lucas.277","Myrcia.variabilis"
"Myrcia.vellozoi_Staggemeier.805","Myrcia.vellozoi"
"Myrcia.venulosa_Cruz.195","Myrcia.venulosa"
"Myrcia.vestita_Lima.455","Myrcia.vestita"
"Myrcia.vittoriana_Zappi.455","Myrcia.vittoriana"
"Myrcia.chytraculia.var.zuzygium_Flickinger.2015DR15","Myrcia.zuzygium"
"Myrcianthes.callicoma_Wood.21047","Myrcianthes.callicoma"
"Myrcianthes.cisplatensis_Landrum.11233","Myrcianthes.cisplatensis"
"Myrcianthes.ferreyrae_Peru.170227","Myrcianthes.ferreyrae"
"Myrcianthes.fragrans_Hamilton.552","Myrcianthes.fragrans"
"Myrcianthes.gigantea_Mondim.sn","Myrcianthes.gigantea"
"Myrcianthes.osteomeloides_Wood.21051","Myrcianthes.osteomeloides"
"Myrcianthes.pseudomato_Beck.9667","Myrcianthes.pseudomato"
"Myrcianthes.pungens_Faria.2759","Myrcianthes.pungens"
"Myrcianthes.roncesvallensis_ParraO.849","Myrcianthes.roncesvallensis"
"Myrciaria.borinquena_Flickinger.79","Myrciaria.borinquena"
"Myrciaria.cuspidata_Vasconcelos.495","Myrciaria.cuspidata"
"Myrciaria.floribunda_Vasconcelos.380","Myrciaria.floribunda"
"Myrciaria.glazioviana_Coelho.288","Myrciaria.glazioviana"
"Myrciaria.glomerata_Vasconcelos.413","Myrciaria.glomerata"
"Myrciaria.tenella_Lucas.417","Myrciaria.tenella"
"Myrciaria.vexator_Vasconcelos.709","Myrciaria.vexator"
"Myrrhinium.atropurpureum_Costa.594","Myrrhinium.atropurpureum"
"Myrtastrum.rufopunctatum_Soewarto.10","Myrtastrum.rufopunctatum"
"Myrtella.beccarii_James.SAJ0945","Myrtella.beccarii"
"Myrteola.nummularia_RBGE.19961096","Myrteola.nummularia"
"Myrtus.communis_Lucas.211","Myrtus.communis"
"Neomyrtus.pedunculata_Maurin.100","Neomyrtus.pedunculata"
"Nothomyrcia.fernandeziana_Stuessy.15283","Nothomyrcia.fernandeziana"
"Octamyrtus.pleiopetala_Johns.sn","Octamyrtus.pleiopetala"
"Osbornia.octodonta_OBrien.sn","Osbornia.octodonta"
"Pilidiostigma.glabrum_Cameron.sn","Pilidiostigma.glabrum"
"Pilidiostigma.tropicum_Forster.27636","Pilidiostigma.tropicum"
"Pimenta.berciliae_Vasconcelos.576","Pimenta.berciliae"
"Pimenta.dioica_Lucas.212","Pimenta.dioica"
"Pimenta.filipes_Flickinger.15","Pimenta.filipes"
"Pimenta.haitiensis_Flickinger.107","Pimenta.haitiensis"
"Pimenta.paganii_Flickinger.85","Pimenta.paganii"
"Pimenta.podocarpoides_Acosta.sn","Pimenta.podocarpoides"
"Pimenta.pseudocaryophyllus_Lucas.161","Pimenta.pseudocaryophyllus"
"Pimenta.racemosa.var.grisea_Flickinger.72","Pimenta.racemosa.var.grisea"
"Pimenta.racemosa.var.ozua_Flickinger.2015DR30","Pimenta.racemosa.var.ozua"
"Pimenta.racemosa.var.racemosa_Flickinger.89","Pimenta.racemosa.var.racemosa"
"Pimenta.racemosa_Holst.8866","Pimenta.racemosa"
"Pimenta.yumana_Vasconcelos.584","Pimenta.yumana"
"Plinia.bissei_Acosta.sn","Plinia.bissei"
"Plinia.clausa_Stadnik.601","Plinia.clausa"
"Plinia.cordifolia_Mazine.957","Plinia.cordifolia"
"Plinia.dermatodes_Acosta.sn","Plinia.dermatodes"
"Plinia.edulis_Genome.MN095408_private.garden","Plinia.edulis"
"Plinia.espinhacensis_Faria.6379","Plinia.espinhacensis"
"Plinia.longiacuminata_Borges.314","Plinia.longiacuminata"
"Plinia.nana_Mazine.662","Plinia.nana"
"Plinia.peruviana_Lucas.210","Plinia.peruviana"
"Plinia.phitrantha_Souza.sn","Plinia.phitrantha"
"Plinia.silvestris_Matsumoto.831","Plinia.silvestris"
"Plinia.stenophylla_Acosta.sn","Plinia.stenophylla"
"Plinia.trunciflora_Genome.KU318111","Plinia.trunciflora"
"Psidium.acidum_Costa.490","Psidium.acidum"
"Psidium.acranthum_Vasconcelos.578","Psidium.acranthum"
"Psidium.amplexicaule_Vasconcelos.565","Psidium.amplexicaule"
"Psidium.appendiculatum_Tuler.619","Psidium.appendiculatum"
"Psidium.araucanum_Costa.837","Psidium.araucanum"
"Psidium.australe.var.argenteum_Costa.540","Psidium.australe.var.argenteum"
"Psidium.australe.var.suffruticosum_Costa.538","Psidium.australe.var.suffruticosum"
"Psidium.australe_Proenca.5376","Psidium.australe"
"Psidium.basanthum_Proenca.3021","Psidium.basanthum"
"Psidium.bergianum_Faria.6839","Psidium.bergianum"
"Psidium.brownianum_Tuler.606","Psidium.brownianum"
"Psidium.canum_Proenca.3231","Psidium.canum"
"Psidium.cattleyanum_Lucas.213","Psidium.cattleyanum"
"Psidium.cauliflorum_Tuler.480","Psidium.cauliflorum"
"Psidium.corynanthum_Proenca.5332","Psidium.corynanthum"
"Psidium.cupreum_Faria.4271","Psidium.cupreum"
"Psidium.dictyophyllum_Salywon.1322","Psidium.dictyophyllum"
"Psidium.firmum_Tuler.618","Psidium.firmum"
"Psidium.friedrichsthalianum_Verola.sn","Psidium.friedrichsthalianum"
"Psidium.galapageium_Genome.MH491846_Reatini.sn_CDS3053515","Psidium.galapageium"
"Psidium.ganevii_Stadnik.314","Psidium.ganevii"
"Psidium.glaziovianum_Vasconcelos.473","Psidium.glaziovianum"
"Psidium.grandifolium_Faria.6689","Psidium.grandifolium"
"Psidium.grazielae_Tuler.496","Psidium.grazielae"
"Psidium.guajava_Costa.sn","Psidium.guajava"
"Psidium.guineense_Costa.817","Psidium.guineense"
"Psidium.harrisianum_Flickinger.2016J9","Psidium.harrisianum"
"Psidium.kennedyanum_Uchoa.sn","Psidium.kennedyanum"
"Psidium.laruotteanum_Proenca.3069","Psidium.laruotteanum"
"Psidium.macahense_Faria.2519","Psidium.macahense"
"Psidium.minutiflorum_Lopes.30","Psidium.minutiflorum"
"Psidium.mucronatum_Proenca.3071","Psidium.mucronatum"
"Psidium.myrsinites_Tuler.613","Psidium.myrsinites"
"Psidium.myrtoides_Faria.6838","Psidium.myrtoides"
"Psidium.oblongatum_Tuler.567","Psidium.oblongatum"
"Psidium.oligospermum_Ibrahim.186","Psidium.oligospermum"
"Psidium.ovale_Barbosa.799","Psidium.ovale"
"Psidium.parvifolium_Flickinger.47","Psidium.parvifolium"
"Psidium.ratterianum_Proenca.3068","Psidium.ratterianum"
"Psidium.rhombeum_Faria.966","Psidium.rhombeum"
"Psidium.riparium_Lima.637","Psidium.riparium"
"Psidium.robustum_Faria.6370","Psidium.robustum"
"Psidium.rotundatum_Oviedo.sn","Psidium.rotundatum"
"Psidium.rotundidiscum_Tuler.626","Psidium.rotundidiscum"
"Psidium.rufum_Tuler.537","Psidium.rufum"
"Psidium.salutare.var.mucronatum_Proenca.3071","Psidium.salutare.var.mucronatum"
"Psidium.salutare.var.salutare_Oviedo.sn","Psidium.salutare.var.salutare"
"Psidium.sartorianum_Proenca.2993","Psidium.sartorianum"
"Psidium.schenckianum_Costa.772","Psidium.schenckianum"
"Psidium.sessiliflorum_Bringel.743","Psidium.sessiliflorum"
"Psidium.striatulum_DamascenoJr.2658","Psidium.striatulum"
"Psidium.widgrenianum_Proenca.3230","Psidium.widgrenianum"
"Rhodamnia.argentea_Belsham.81","Rhodamnia.argentea"
"Rhodamnia.cinerea_Vasconcelos.672","Rhodamnia.cinerea"
"Rhodamnia.rubescens_Belsham.83","Rhodamnia.rubescens"
"Rhodomyrtus.psidioides_Belsham.72","Rhodomyrtus.psidioides"
"Rhodomyrtus.tomentosa_Vasconcelos.678","Rhodomyrtus.tomentosa"
"Neomitranthes.cordifolia_Forster.1011","Neomitranthes.cordifolia"
"Siphoneugena.densiflora_Mazine.1050","Siphoneugena.densiflora"
"Siphoneugena.dussii_Flickinger.68","Siphoneugena.dussii"
"Siphoneugena.glomerata_LabFenoSn3.G2.46397","Siphoneugena.glomerata"
"Siphoneugena.guilfoyleiana_Lucas.70","Siphoneugena.guilfoyleiana"
"Siphoneugena.obtusa_Proenca.4047","Siphoneugena.obtusa"
"Siphoneugena.reitzii_Staggemeier.1000","Siphoneugena.reitzii"
"Syzygium.aromaticum_Genome.MN746306","Syzygium.aromaticum"
"Syzygium.cumini_Genome.MN095412","Syzygium.cumini"
"Syzygium.jambos_Lucas.214","Syzygium.jambos"
"Syzygium.maire_Belsham.M84","Syzygium.maire"
"Syzygium.malaccense_Flickinger.2015FTG1","Syzygium.malaccense"
"Syzygium.samarangense_Flickinger.108","Syzygium.samarangense"
"Temu.cruckshanksii_MurilloA.4219","Temu.cruckshanksii"
"Austrobaeckea.verrucosa_Wilson.1638","Austrobaeckea.verrucosa"
"Tristania.neriifolia_Wilson.sn_UNSW23243","Tristania.neriifolia"
"Tristaniopsis.macrosperma_Conn.5261","Tristaniopsis.macrosperma"
"Ugni.candollei_Vasconcelos.sn","Ugni.candollei"
"Ugni.molinae_Belsham.M69","Ugni.molinae"
"Ugni.myricoides_Landrum.9372","Ugni.myricoides"
"Ugni.selkirkii_Gardner.31","Ugni.selkirkii"
"Uromyrtus.australis_Conti.sn","Uromyrtus.australis"
"Uromyrtus.emarginata_Vasconcelos.628","Uromyrtus.emarginata"
"Uromyrtus.metrosideros_Biffin.sn.CANB9102545","Uromyrtus.metrosideros"
"Uromyrtus.neomyrtoides_Wulf.sn.NSW846522","Uromyrtus.neomyrtoides"
"Welchiodendron.longivalve_Sankowsky.sn.NSW504439","Welchiodendron.longivalve"
"Whiteodendron.moultonianum_StephenTeo.S75422","Whiteodendron.moultonianum"
"Xanthomyrtus.compacta_Edwards.4213A","Xanthomyrtus.compacta"
"Xanthomyrtus.kanalaensis_Benson.sn","Xanthomyrtus.kanalaensis"
"Xanthomyrtus.montivaga_Lucas.16","Xanthomyrtus.montivaga"
"Xanthostemon.aurantiacus_Dawson.19.5.1997","Xanthostemon.aurantiacus"
"Xanthostemon.chrysanthus_NZFRI.29475","Xanthostemon.chrysanthus"
"Psidium.sessilifolium_Flickinger.2015DR21","Psidium.sessilifolium"
