"","species","lon","lat"
"25095","Myrceugenia franciscensis",-48.9129,-25.4493
"25096","Myrceugenia franciscensis",-48.8421,-25.2564
"25097","Myrceugenia franciscensis",-48.8317,-25.2842
"25098","Myrceugenia franciscensis",-48.9052,-25.3505
"25099","Myrceugenia franciscensis",-48.4919,-25.0803
"25100","Myrceugenia franciscensis",-48.8174,-25.2518
"25101","Myrceugenia franciscensis",-48.8361,-25.2582
"25102","Myrceugenia franciscensis",-45.766667,-23.183333
"25103","Myrceugenia franciscensis",-43.45125,-20.133417
"25104","Myrceugenia franciscensis",-48.949039,-26.020299
"25105","Myrceugenia franciscensis",-43.471944,-20.090556
"25106","Myrceugenia franciscensis",-43.471944,-20.090555
"25107","Myrceugenia franciscensis",-43.454722,-20.101667
"25108","Myrceugenia franciscensis",-43.4525,-20.134722
"25109","Myrceugenia franciscensis",-46.820441,-23.789069
"25110","Myrceugenia franciscensis",-49.263056,-24.261667
"25111","Myrceugenia franciscensis",-48.8287,-25.241
"25112","Myrceugenia franciscensis",-48.8401,-25.2645
"25113","Myrceugenia franciscensis",-45.45,-22.716667
"25114","Myrceugenia franciscensis",-47,-24.3167
"25115","Myrceugenia franciscensis",-49.25,-25.4167
"25116","Myrceugenia gertii",-48.504925,-24.757996
"25117","Myrceugenia gertii",-48.414889,-24.962222
"25118","Myrceugenia gertii",-48.414889,-24.962361
"25119","Myrceugenia gertii",-48.4149,-24.9624
"25120","Myrceugenia gertii",-49.2069931547032,-25.5385841735685
"25121","Myrceugenia gertii",-49.195815,-25.530749
"25122","Myrceugenia gertii",-49.0636827052428,-25.4457834635391
"25123","Myrceugenia gertii",-49.0833,-25.3667
"25124","Myrceugenia glaucescens",-52.157239,-28.958075
"25125","Myrceugenia glaucescens",-50.816667,-29.321389
"25126","Myrceugenia glaucescens",-54.011031,-27.273001
"25127","Myrceugenia glaucescens",-54.458583,-25.647333
"25128","Myrceugenia glaucescens",-41.762222,-20.551667
"25129","Myrceugenia glaucescens",-52.30388,-28.85369
"25130","Myrceugenia glaucescens",-49.2125,-25.5086
"25131","Myrceugenia glaucescens",-45.013889,-23.229167
"25132","Myrceugenia glaucescens",-50.04,-28.26
"25133","Myrceugenia glaucescens",-49.68,-25.38
"25134","Myrceugenia glaucescens",-49.370556,-26.278333
"25135","Myrceugenia glaucescens",-49.2419,-25.449
"25136","Myrceugenia glaucescens",-51.4825,-26.818056
"25137","Myrceugenia glaucescens",-50.177361,-29.354556
"25138","Myrceugenia glaucescens",-50.1775,-29.354444
"25139","Myrceugenia glaucescens",-49.358611,-26.283056
"25140","Myrceugenia glaucescens",-53.7625,-29.725556
"25141","Myrceugenia glaucescens",-50.040555,-28.348333
"25142","Myrceugenia glaucescens",-49.214722,-26.294722
"25143","Myrceugenia glaucescens",-51.688611,-29.3875
"25144","Myrceugenia glaucescens",-48.8605,-25.2534
"25145","Myrceugenia glaucescens",-50.722778,-26.265556
"25146","Myrceugenia glaucescens",-49.68,-27.359722
"25147","Myrceugenia glaucescens",-48.954444,-26.039167
"25148","Myrceugenia glaucescens",-50.924722,-28.953333
"25149","Myrceugenia glaucescens",-50.924722,-28.953611
"25150","Myrceugenia glaucescens",-50.92475,-28.953556
"25151","Myrceugenia glaucescens",-50.924917,-28.953556
"25152","Myrceugenia glaucescens",-56.501389,-30.191111
"25153","Myrceugenia glaucescens",-48.8291,-25.2401
"25154","Myrceugenia glaucescens",-45.229722,-22.540833
"25155","Myrceugenia glaucescens",-49.635556,-28.141944
"25156","Myrceugenia glaucescens",-53.0604,-25.413
"25157","Myrceugenia glaucescens",-50.096361,-28.494631
"25158","Myrceugenia glaucescens",-50.111278,-28.472228
"25159","Myrceugenia glaucescens",-50.1,-28.466667
"25160","Myrceugenia glaucescens",-50.096389,-28.494722
"25161","Myrceugenia glaucescens",-50.111389,-28.472222
"25162","Myrceugenia glaucescens",-50.064,-28.282
"25163","Myrceugenia glaucescens",-50.315278,-29.265556
"25164","Myrceugenia glaucescens",-50.936389,-28.965
"25165","Myrceugenia glaucescens",-50.93625,-28.965
"25166","Myrceugenia glaucescens",-50.936111,-28.965
"25167","Myrceugenia glaucescens",-57.25,-5.66
"25168","Myrceugenia glaucescens",-44.766667,-22.295278
"25169","Myrceugenia glaucescens",-45.945278,-23.330333
"25170","Myrceugenia glaucescens",-51.002522,-28.935167
"25171","Myrceugenia glaucescens",-49.86,-27.36
"25172","Myrceugenia glaucescens",-45.109914,-23.360372
"25173","Myrceugenia glaucescens",-43.01,-22.446944
"25174","Myrceugenia glaucescens",-45.404667,-14.730528
"25175","Myrceugenia glaucescens",-47.615,-24.745555
"25176","Myrceugenia glaucescens",-47.6151,-24.745667
"25177","Myrceugenia glaucescens",-49.084444,-27.055556
"25178","Myrceugenia glaucescens",-53.708056,-30.860556
"25179","Myrceugenia glaucescens",-49.006667,-25.290556
"25180","Myrceugenia glaucescens",-44.774167,-22.296944
"25181","Myrceugenia glaucescens",-49.065,-25.290555
"25182","Myrceugenia glaucescens",-51.791496,-26.871229
"25183","Myrceugenia glaucescens",-49.044444,-25.290556
"25184","Myrceugenia glaucescens",-49.770833,-26.55
"25185","Myrceugenia glaucescens",-49.006667,-25.296111
"25186","Myrceugenia glaucescens",-55.2904,-34.3742
"25187","Myrceugenia glaucescens",-57.8849,-34.1895
"25188","Myrceugenia glaucescens",-43,-22.45
"25189","Myrceugenia glaucescens",-42.98,-22.45
"25190","Myrceugenia glaucescens",-45.060833,-23.276111
"25191","Myrceugenia glaucescens",-42.983333,-22.45
"25192","Myrceugenia glaucescens",-50.072944,-28.480917
"25193","Myrceugenia glaucescens",-50.433333,-28.515
"25194","Myrceugenia glaucescens",-43.009167,-22.449444
"25195","Myrceugenia glaucescens",-50.502778,-28.651667
"25196","Myrceugenia glaucescens",-50.5,-28.65
"25197","Myrceugenia glaucescens",-49.653333,-25.470167
"25198","Myrceugenia glaucescens",-52.175278,-28.872222
"25199","Myrceugenia glaucescens",-49.3478,-25.5889
"25200","Myrceugenia glaucescens",-43.00175,-22.452083
"25201","Myrceugenia glaucescens",-50.4436,-28.5292
"25202","Myrceugenia glaucescens",-54.205,-26.916389
"25203","Myrceugenia glaucescens",-54.2,-26.9
"25204","Myrceugenia glaucescens",-54.205,-26.9164
"25205","Myrceugenia glaucescens",-50.7347,-29.3142
"25206","Myrceugenia glaucescens",-49.950556,-29.197222
"25207","Myrceugenia glaucescens",-50.5840138701795,-29.4522266775245
"25208","Myrceugenia glaucescens",-46.25,-23.25
"25209","Myrceugenia glaucescens",-54.7833,-26.5667
"25210","Myrceugenia glaucescens",-50.659444,-29.36
"25211","Myrceugenia glaucescens",-50.6594,-29.36
"25212","Myrceugenia glaucescens",-50.65,-29.35
"25213","Myrceugenia glaucescens",-40.589167,-19.922222
"25214","Myrceugenia glaucescens",-44.812222,-23.311111
"25215","Myrceugenia glaucescens",-44.816944,-23.3025
"25216","Myrceugenia glaucescens",-49.076944,-24.335278
"25217","Myrceugenia glaucescens",-48.8425,-24.5094
"25218","Myrceugenia glaucescens",-49.0437,-24.2007
"25219","Myrceugenia glaucescens",-54.5667,-25.5667
"25220","Myrceugenia glaucescens",-44.566667,-22.25
"25221","Myrceugenia glaucescens",-44.583333,-22.25
"25222","Myrceugenia glaucescens",-44.658,-22.358
"25223","Myrceugenia glaucescens",-49.5259,-25.1906
"25224","Myrceugenia glaucescens",-49.6167,-25.6
"25225","Myrceugenia glaucescens",-49.6366,-25.0036
"25226","Myrceugenia glaucescens",-45.042472,-23.257083
"25227","Myrceugenia glaucescens",-50.295,-25.4894
"25228","Myrceugenia glaucescens",-44.993333,-23.245833
"25229","Myrceugenia glaucescens",-44.65833,-22.35833
"25230","Myrceugenia glaucescens",-47.1125,-23.523889
"25231","Myrceugenia glaucescens",-47.112222,-23.526944
"25232","Myrceugenia glaucescens",-54.1333,-26.6333
"25233","Myrceugenia glaucescens",-44.9667,-23.0833
"25234","Myrceugenia glaucescens",-51.26034,-29.061484
"25235","Myrceugenia glaucescens",-51.1799546835515,-29.1722202425527
"25236","Myrceugenia glaucescens",-49.08333,-25.5
"25237","Myrceugenia glaucescens",-49.08,-25.5
"25238","Myrceugenia glaucescens",-54,-30
"25239","Myrceugenia glaucescens",-46.564722,-21.838888
"25240","Myrceugenia glaucescens",-53.92676,-27.202723
"25241","Myrceugenia glaucescens",-49.25,-25.75
"25242","Myrceugenia glaucescens",-55.5,-34.75
"25243","Myrceugenia glaucescens",-50.5,-27.83
"25244","Myrceugenia glaucescens",-49.33,-25.5
"25245","Myrceugenia glaucescens",-50.33,-27.83
"25246","Myrceugenia glaucescens",-50.17,-29.08
"25247","Myrceugenia glaucescens",-58.8176,-27.4868
"25248","Myrceugenia glaucescens",-52.1764021904533,-25.9449754068797
"25249","Myrceugenia glaucescens",-53.333333,-27.066667
"25250","Myrceugenia glaucescens",-52.48,-26.92
"25251","Myrceugenia glaucescens",-53.133333,-26.366667
"25252","Myrceugenia glaucescens",-51.36666,-26.75
"25253","Myrceugenia glaucescens",-51.366667,-26.75
"25254","Myrceugenia glaucescens",-53.13,-26.37
"25255","Myrceugenia glaucescens",-51.36667,-26.75
"25256","Myrceugenia glaucescens",-53.13333,-26.36667
"25257","Myrceugenia glaucescens",-50.1448631823987,-26.3744913658805
"25258","Myrceugenia glaucescens",-49.9323595700412,-28.2981165675879
"25259","Myrceugenia glaucescens",-50.3264846424617,-27.8200088378656
"25260","Myrceugenia kleinii",-45.109914,-23.360372
"25261","Myrceugenia kleinii",-47.92,-24.18
"25262","Myrceugenia kleinii",-48.871111,-26.819722
"25263","Myrceugenia kleinii",-47.55,-24.7167
"25264","Myrceugenia kleinii",-42.05,-22
"25265","Myrceugenia kleinii",-45.066667,-23.3
"25266","Myrceugenia kleinii",-48.3294308539011,-25.3107843549497
"25267","Myrceugenia kleinii",-48.228843,-24.87839
"25268","Myrceugenia kleinii",-51.16278,-27.02861
"25269","Myrceugenia kleinii",-48.6622616743931,-26.9120047872851
"25270","Myrceugenia kleinii",-48.65,-26.88333
"25271","Myrceugenia lanceolata",-71.639718,-33.434905
"25272","Myrceugenia lanceolata",-71.350556,-36.653611
"25273","Myrceugenia lanceolata",-71.368056,-36.653333
"25274","Myrceugenia lanceolata",-72.261944,-36.725278
"25275","Myrceugenia lanceolata",-71.6143,-36.515
"25276","Myrceugenia lanceolata",-71.4358,-36.6293
"25277","Myrceugenia lanceolata",-72.8333,-37.55
"25278","Myrceugenia lanceolata",-71.242222,-35.565278
"25279","Myrceugenia lanceolata",-72.51,-38.249167
"25280","Myrceugenia lanceolata",-71.166667,-35.85
"25281","Myrceugenia lanceolata",-71.1667,-35.8333
"25282","Myrceugenia lanceolata",-72.483333,-35.833333
"25283","Myrceugenia lanceolata",-87.00611,14.01027
"25284","Myrceugenia lanceolata",-87.038056,14.019167
"25285","Myrceugenia lanceolata",-79.64944,9.06444
"25286","Myrceugenia lanceolata",-87.000883,14.000567
"25287","Myrceugenia lanceolata",-80.339315,22.130781
"25288","Myrceugenia lanceolata",-71.5667,-33.0333
"25289","Myrceugenia lanceolata",-70.8906,-35.8156
"25290","Myrceugenia lanceolata",-71.530697,-33.857845
"25291","Myrceugenia miersiana",-50.081256,-28.925894
"25292","Myrceugenia miersiana",-50.671389,-27.269167
"25293","Myrceugenia miersiana",-49.4264,-25.4643
"25294","Myrceugenia miersiana",-51.03,-26.46
"25295","Myrceugenia miersiana",-50.032764,-29.350542
"25296","Myrceugenia miersiana",-43.732778,-22.353889
"25297","Myrceugenia miersiana",-49.2403,-25.4481
"25298","Myrceugenia miersiana",-50.279167,-26.9375
"25299","Myrceugenia miersiana",-50.323611,-27.000833
"25300","Myrceugenia miersiana",-49.338889,-26.603611
"25301","Myrceugenia miersiana",-45.268531,-22.334525
"25302","Myrceugenia miersiana",-42.714722,-22.318056
"25303","Myrceugenia miersiana",-42.718611,-22.34
"25304","Myrceugenia miersiana",-43.028056,-22.459722
"25305","Myrceugenia miersiana",-49.3218,-25.4757
"25306","Myrceugenia miersiana",-49.2397,-25.4485
"25307","Myrceugenia miersiana",-44.745556,-22.365833
"25308","Myrceugenia miersiana",-44.744167,-22.364444
"25309","Myrceugenia miersiana",-42.277772,-20.605147
"25310","Myrceugenia miersiana",-45.453056,-22.6825
"25311","Myrceugenia miersiana",-49.241,-25.4487
"25312","Myrceugenia miersiana",-42.415889,-22.391944
"25313","Myrceugenia miersiana",-52.016944,-26.82
"25314","Myrceugenia miersiana",-45.28,-22.508889
"25315","Myrceugenia miersiana",-45.303611,-22.5925
"25316","Myrceugenia miersiana",-49.210833,-25.809722
"25317","Myrceugenia miersiana",-50.9483,-25.215
"25318","Myrceugenia miersiana",-49.2404,-25.4481
"25319","Myrceugenia miersiana",-49.2414,-25.44803
"25320","Myrceugenia miersiana",-44.755003,-22.1299
"25321","Myrceugenia miersiana",-49.2168,-25.5648
"25322","Myrceugenia miersiana",-43.023889,-22.4575
"25323","Myrceugenia miersiana",-44.8515,-22.4273
"25324","Myrceugenia miersiana",-49.389722,-26.296111
"25325","Myrceugenia miersiana",-48.981667,-25.774722
"25326","Myrceugenia miersiana",-48.921667,-25.8625
"25327","Myrceugenia miersiana",-48.5854,-25.4629
"25328","Myrceugenia miersiana",-48.5518,-25.5145
"25329","Myrceugenia miersiana",-48.9217,-25.8625
"25330","Myrceugenia miersiana",-48.9817,-25.7747
"25331","Myrceugenia miersiana",-49.015444,-25.447472
"25332","Myrceugenia miersiana",-49.0056,-25.2651
"25333","Myrceugenia miersiana",-49.015556,-25.4475
"25334","Myrceugenia miersiana",-49.0156,-25.4392
"25335","Myrceugenia miersiana",-49.640833,-28.153333
"25336","Myrceugenia miersiana",-49.205,-27.122222
"25337","Myrceugenia miersiana",-49.1218,-27.072
"25338","Myrceugenia miersiana",-48.743611,-24.546111
"25339","Myrceugenia miersiana",-50.760006,-25.020003
"25340","Myrceugenia miersiana",-49.087028,-25.779569
"25341","Myrceugenia miersiana",-50.940008,-25.920003
"25342","Myrceugenia miersiana",-45.229722,-22.540833
"25343","Myrceugenia miersiana",-44.605694,-22.430222
"25344","Myrceugenia miersiana",-40.5325,-19.912778
"25345","Myrceugenia miersiana",-41.754444,-20.491111
"25346","Myrceugenia miersiana",-44.784444,-22.301111
"25347","Myrceugenia miersiana",-50.5686,-28.0553
"25348","Myrceugenia miersiana",-50.56861,-28.05528
"25349","Myrceugenia miersiana",-49.727333,-29.243556
"25350","Myrceugenia miersiana",-50.396889,-26.993083
"25351","Myrceugenia miersiana",-50.4,-27.18
"25352","Myrceugenia miersiana",-45.541389,-23.592222
"25353","Myrceugenia miersiana",-43.418611,-22.541944
"25354","Myrceugenia miersiana",-42.502222,-22.428611
"25355","Myrceugenia miersiana",-42.502306,-22.428667
"25356","Myrceugenia miersiana",-52.560639,-25.044722
"25357","Myrceugenia miersiana",-43.911944,-20.128333
"25358","Myrceugenia miersiana",-51.593055,-26.305833
"25359","Myrceugenia miersiana",-51.4825,-26.818056
"25360","Myrceugenia miersiana",-52.108889,-26.550278
"25361","Myrceugenia miersiana",-51.567917,-25.062167
"25362","Myrceugenia miersiana",-50.594444,-24.286111
"25363","Myrceugenia miersiana",-50.594472,-24.286111
"25364","Myrceugenia miersiana",-51.567778,-25.061944
"25365","Myrceugenia miersiana",-49.378611,-26.250556
"25366","Myrceugenia miersiana",-49.410556,-27.360556
"25367","Myrceugenia miersiana",-51.167639,-23.896389
"25368","Myrceugenia miersiana",-45.183333,-23.4
"25369","Myrceugenia miersiana",-50.579722,-27.090833
"25370","Myrceugenia miersiana",-50.940833,-27.449722
"25371","Myrceugenia miersiana",-50.940833,-27.449444
"25372","Myrceugenia miersiana",-44.666667,-22.05
"25373","Myrceugenia miersiana",-44.666667,-22.066667
"25374","Myrceugenia miersiana",-50.849167,-27.539167
"25375","Myrceugenia miersiana",-51.15,-23.883333
"25376","Myrceugenia miersiana",-48.977833,-26.448889
"25377","Myrceugenia miersiana",-39.603333,-14.705833
"25378","Myrceugenia miersiana",-39.6033,-14.7058
"25379","Myrceugenia miersiana",-51.558551,-26.2907
"25380","Myrceugenia miersiana",-49.861389,-27.891944
"25381","Myrceugenia miersiana",-49.879167,-27.916667
"25382","Myrceugenia miersiana",-49.081389,-27.116667
"25383","Myrceugenia miersiana",-49.589444,-26.550278
"25384","Myrceugenia miersiana",-50.195472,-29.192917
"25385","Myrceugenia miersiana",-40.5625,-19.951667
"25386","Myrceugenia miersiana",-39.565278,-15.391667
"25387","Myrceugenia miersiana",-39.55,-15.38
"25388","Myrceugenia miersiana",-51.791495,-26.871228
"25389","Myrceugenia miersiana",-39.341667,-15.173611
"25390","Myrceugenia miersiana",-39.3417,-15.1736
"25391","Myrceugenia miersiana",-51.7444,-27.0036
"25392","Myrceugenia miersiana",-44.772778,-22.934722
"25393","Myrceugenia miersiana",-43.005,-22.458611
"25394","Myrceugenia miersiana",-43.013056,-22.448889
"25395","Myrceugenia miersiana",-39.408056,-15.202778
"25396","Myrceugenia miersiana",-39.4081,-15.2028
"25397","Myrceugenia miersiana",-49.687667,-25.716639
"25398","Myrceugenia miersiana",-50.560333,-24.33325
"25399","Myrceugenia miersiana",-49.1333,-25.1833
"25400","Myrceugenia miersiana",-50.308417,-24.143083
"25401","Myrceugenia miersiana",-42.96,-21.43
"25402","Myrceugenia miersiana",-42.955,-21.431667
"25403","Myrceugenia miersiana",-41.100556,-20.519167
"25404","Myrceugenia miersiana",-48.983333,-25.483333
"25405","Myrceugenia miersiana",-50.174444,-29.480833
"25406","Myrceugenia miersiana",-44.610278,-22.437778
"25407","Myrceugenia miersiana",-39.46666,-12.83333
"25408","Myrceugenia miersiana",-39.466667,-12.833333
"25409","Myrceugenia miersiana",-39.47,-12.83
"25410","Myrceugenia miersiana",-39.5425,-15.095556
"25411","Myrceugenia miersiana",-39.5425,-15.095555
"25412","Myrceugenia miersiana",-40.620278,-19.923889
"25413","Myrceugenia miersiana",-42.526111,-22.436972
"25414","Myrceugenia miersiana",-42.5311,-22.2819
"25415","Myrceugenia miersiana",-50.647,-29.3733
"25416","Myrceugenia miersiana",-40.553056,-19.9075
"25417","Myrceugenia miersiana",-49.209167,-27.114167
"25418","Myrceugenia miersiana",-44.733,-22.358
"25419","Myrceugenia miersiana",-44.359056,-22.792278
"25420","Myrceugenia miersiana",-44.3591,-22.7923
"25421","Myrceugenia miersiana",-44.983333,-21.316667
"25422","Myrceugenia miersiana",-43.883333,-22
"25423","Myrceugenia miersiana",-45.883333,-22
"25424","Myrceugenia miersiana",-40.6075,-19.931389
"25425","Myrceugenia miersiana",-40.530278,-19.971389
"25426","Myrceugenia miersiana",-40.589167,-19.922222
"25427","Myrceugenia miersiana",-50.575556,-29.420556
"25428","Myrceugenia miersiana",-49.1155851908348,-25.2099799686424
"25429","Myrceugenia miersiana",-49.183333,-25.916667
"25430","Myrceugenia miersiana",-51.15,-23.3
"25431","Myrceugenia miersiana",-51.3667,-23.3
"25432","Myrceugenia miersiana",-44.566667,-22.25
"25433","Myrceugenia miersiana",-44.781667,-22.455556
"25434","Myrceugenia miersiana",-46.774444,-23.9
"25435","Myrceugenia miersiana",-51.517636,-29.140597
"25436","Myrceugenia miersiana",-44.6833,-22.5
"25437","Myrceugenia miersiana",-47.88775,-24.622917
"25438","Myrceugenia miersiana",-45.5833,-22.7333
"25439","Myrceugenia miersiana",-39.718056,-13.586667
"25440","Myrceugenia miersiana",-50.67,-25.5
"25441","Myrceugenia miersiana",-49.22,-25.37
"25442","Myrceugenia miersiana",-51,-24
"25443","Myrceugenia miersiana",-49.1789,-25.9269
"25444","Myrceugenia miersiana",-45.9375,-23.075
"25445","Myrceugenia miersiana",-49.077283287881,-25.3696823516563
"25446","Myrceugenia miersiana",-51.6107826493786,-28.7881134088548
"25447","Myrceugenia miersiana",-49.3264,-25.78
"25448","Myrceugenia miersiana",-49.0833,-25.3667
"25449","Myrceugenia miersiana",-50.144444,-29.047778
"25450","Myrceugenia miersiana",-49.6167,-25.6
"25451","Myrceugenia miersiana",-49.25,-25.4167
"25452","Myrceugenia miersiana",-48.5749506171655,-25.8869914389797
"25453","Myrceugenia miersiana",-42.9657513034783,-22.4160520953129
"25454","Myrceugenia miersiana",-48.8347668975131,-25.4807848457141
"25455","Myrceugenia miersiana",-45.483333,-22.7
"25456","Myrceugenia miersiana",-45.45,-22.716667
"25457","Myrceugenia miersiana",-46.564722,-21.838889
"25458","Myrceugenia miersiana",-49.2069931547032,-25.5385841735685
"25459","Myrceugenia miersiana",-44.583333,-22.5
"25460","Myrceugenia miersiana",-49.17,-25.42
"25461","Myrceugenia miersiana",-50,-27.42
"25462","Myrceugenia miersiana",-49,-25.6667
"25463","Myrceugenia miersiana",-49,-25.666667
"25464","Myrceugenia miersiana",-50,-29
"25465","Myrceugenia miersiana",-50.25,-29.5
"25466","Myrceugenia miersiana",-49,-25.67
"25467","Myrceugenia miersiana",-50.25,-26.5
"25468","Myrceugenia miersiana",-45.454379,-22.673246
"25469","Myrceugenia miersiana",-43.177138,-22.904118
"25470","Myrceugenia miersiana",-51.3163455164036,-26.4313863406122
"25471","Myrceugenia miersiana",-49.6437326941371,-27.2183045638794
"25472","Myrceugenia miersiana",-49.3562133297331,-27.3958080951506
"25473","Myrceugenia miersiana",-53.733333,-26.533333
"25474","Myrceugenia miersiana",-44,-18
"25475","Myrceugenia miersiana",-42.0294858652795,-20.7369242374709
"25476","Myrceugenia miersiana",-50.921667,-27.026667
"25477","Myrceugenia miersiana",-49.591944,-28.015556
"25478","Myrceugenia miersiana",-50.5,-29.4
"25479","Myrceugenia miersiana",-49.793055,-29.356667
"25480","Myrceugenia miersiana",-42.961371,-21.463831
"25481","Myrceugenia miersiana",-50.666667,-25.5
"25482","Myrceugenia myrcioides",-49.180278,-27.967778
"25483","Myrceugenia myrcioides",-49.613333,-28.146111
"25484","Myrceugenia myrcioides",-51.786111,-27.540278
"25485","Myrceugenia myrcioides",-44.168056,-22.898611
"25486","Myrceugenia myrcioides",-42.735833,-22.414167
"25487","Myrceugenia myrcioides",-48.928056,-25.344444
"25488","Myrceugenia myrcioides",-49.393611,-27.180278
"25489","Myrceugenia myrcioides",-49.371667,-26.319722
"25490","Myrceugenia myrcioides",-50.207778,-26.33
"25491","Myrceugenia myrcioides",-49.419444,-26.930278
"25492","Myrceugenia myrcioides",-49.5,-26.82
"25493","Myrceugenia myrcioides",-43.000833,-22.451389
"25494","Myrceugenia myrcioides",-48.8845,-25.3601
"25495","Myrceugenia myrcioides",-48.943611,-25.735833
"25496","Myrceugenia myrcioides",-42.998889,-22.455278
"25497","Myrceugenia myrcioides",-49.472222,-25.286667
"25498","Myrceugenia myrcioides",-48.708723,-24.851448
"25499","Myrceugenia myrcioides",-43.285278,-22.956389
"25500","Myrceugenia myrcioides",-43.302778,-22.956389
"25501","Myrceugenia myrcioides",-49.107778,-26.999167
"25502","Myrceugenia myrcioides",-43.287222,-22.954167
"25503","Myrceugenia myrcioides",-48.841944,-25.277222
"25504","Myrceugenia myrcioides",-48.8419,-25.2771
"25505","Myrceugenia myrcioides",-43.003333,-22.474444
"25506","Myrceugenia myrcioides",-43.003056,-22.474722
"25507","Myrceugenia myrcioides",-43.054444,-22.476667
"25508","Myrceugenia myrcioides",-48.833056,-25.243611
"25509","Myrceugenia myrcioides",-44.852778,-22.398611
"25510","Myrceugenia myrcioides",-44.852639,-22.398667
"25511","Myrceugenia myrcioides",-50.4,-26.82
"25512","Myrceugenia myrcioides",-52.178056,-26.0475
"25513","Myrceugenia myrcioides",-48.24,-25.2
"25514","Myrceugenia myrcioides",-49.499444,-28.710833
"25515","Myrceugenia myrcioides",-49.498333,-28.082778
"25516","Myrceugenia myrcioides",-49.5,-28.133611
"25517","Myrceugenia myrcioides",-49.500278,-28.134444
"25518","Myrceugenia myrcioides",-49.640833,-28.153333
"25519","Myrceugenia myrcioides",-48.9904,-25.5145
"25520","Myrceugenia myrcioides",-43.001944,-22.474722
"25521","Myrceugenia myrcioides",-43.002778,-22.474722
"25522","Myrceugenia myrcioides",-43.054444,-22.475833
"25523","Myrceugenia myrcioides",-43.000556,-22.451389
"25524","Myrceugenia myrcioides",-49.080833,-27.059444
"25525","Myrceugenia myrcioides",-48.530556,-25.410556
"25526","Myrceugenia myrcioides",-44.813889,-23.140278
"25527","Myrceugenia myrcioides",-43.0475,-22.470556
"25528","Myrceugenia myrcioides",-45.31,-23.2217
"25529","Myrceugenia myrcioides",-48.102778,-24.405556
"25530","Myrceugenia myrcioides",-49.21,-27.112222
"25531","Myrceugenia myrcioides",-47.987222,-24.069444
"25532","Myrceugenia myrcioides",-47.991389,-24.063611
"25533","Myrceugenia myrcioides",-48.981667,-25.774722
"25534","Myrceugenia myrcioides",-48.5854,-25.4629
"25535","Myrceugenia myrcioides",-48.9817,-25.7747
"25536","Myrceugenia myrcioides",-48.996944,-25.491944
"25537","Myrceugenia myrcioides",-48.9969,-25.4919
"25538","Myrceugenia myrcioides",-49.202972,-25.481586
"25539","Myrceugenia myrcioides",-49.641111,-28.153056
"25540","Myrceugenia myrcioides",-49.203056,-25.481667
"25541","Myrceugenia myrcioides",-49.2075,-27.123889
"25542","Myrceugenia myrcioides",-49.194167,-27.100278
"25543","Myrceugenia myrcioides",-48.8649,-25.2634
"25544","Myrceugenia myrcioides",-48.8605,-25.2534
"25545","Myrceugenia myrcioides",-48.8361,-25.2582
"25546","Myrceugenia myrcioides",-49.5,-28.133333
"25547","Myrceugenia myrcioides",-49.635278,-28.141944
"25548","Myrceugenia myrcioides",-49.037778,-25.5125
"25549","Myrceugenia myrcioides",-49.2608,-25.4902
"25550","Myrceugenia myrcioides",-49.086389,-27.058889
"25551","Myrceugenia myrcioides",-49.055069,-25.814647
"25552","Myrceugenia myrcioides",-45.766667,-23.183333
"25553","Myrceugenia myrcioides",-49.086667,-27.056944
"25554","Myrceugenia myrcioides",-48.8925,-27.098611
"25555","Myrceugenia myrcioides",-47.641389,-24.074444
"25556","Myrceugenia myrcioides",-47.641667,-24.074444
"25557","Myrceugenia myrcioides",-49.105472,-25.759572
"25558","Myrceugenia myrcioides",-47,-24
"25559","Myrceugenia myrcioides",-48.892222,-27.098333
"25560","Myrceugenia myrcioides",-47.37897,-24.03882
"25561","Myrceugenia myrcioides",-49.049444,-26.200833
"25562","Myrceugenia myrcioides",-49.087028,-25.779569
"25563","Myrceugenia myrcioides",-49.080464,-25.785939
"25564","Myrceugenia myrcioides",-49.076861,-25.789817
"25565","Myrceugenia myrcioides",-49.077744,-25.788853
"25566","Myrceugenia myrcioides",-49.076944,-25.789722
"25567","Myrceugenia myrcioides",-49.635556,-28.141944
"25568","Myrceugenia myrcioides",-48.943056,-25.881944
"25569","Myrceugenia myrcioides",-48.943055,-25.881944
"25570","Myrceugenia myrcioides",-48.212222,-24.183056
"25571","Myrceugenia myrcioides",-48.824722,-23.023889
"25572","Myrceugenia myrcioides",-47.92,-24.18
"25573","Myrceugenia myrcioides",-49.048889,-26.928611
"25574","Myrceugenia myrcioides",-45.945278,-23.330333
"25575","Myrceugenia myrcioides",-49.079167,-26.922222
"25576","Myrceugenia myrcioides",-47.005556,-24.353889
"25577","Myrceugenia myrcioides",-48.96,-26.634444
"25578","Myrceugenia myrcioides",-50.129167,-26.908611
"25579","Myrceugenia myrcioides",-45.314917,-22.587194
"25580","Myrceugenia myrcioides",-45.348917,-22.611528
"25581","Myrceugenia myrcioides",-45.315,-22.587222
"25582","Myrceugenia myrcioides",-48.857222,-26.288972
"25583","Myrceugenia myrcioides",-42.989,-22.449
"25584","Myrceugenia myrcioides",-42.989444,-22.447222
"25585","Myrceugenia myrcioides",-45.539722,-23.5925
"25586","Myrceugenia myrcioides",-44.604389,-21.631028
