NameID,Name
22106385,Eugenia corcovadensis Kiaersk.
22101726,Eugenia cordata (Sw.) DC.
22100491,Eugenia correae O. Berg
22103502,Eugenia corrientina Barb. Rodr.
50214527,Eugenia corusca Barrie
22102094,Eugenia costaricensis O. Berg
100000760,Eugenia costatifructa Mazine
22104362,Eugenia cowanii McVaugh
22104686,Eugenia cowellii Britton & P. Wilson
22106390,Eugenia coyolensis Standl.
100368219,Eugenia crassa Sobral
100189197,Eugenia crassicaulis Proctor
100353204,Eugenia crassimarginata M.L. Kawas. & B. Holst
22104946,Eugenia crenata Vell.
22102919,Eugenia crenularis Lundell
22104684,Eugenia crenulata (Sw.) Willd.
22104363,Eugenia cribrata McVaugh
22102130,Eugenia cricamolensis Standl.
50310838,Eugenia cristaensis O. Berg
22104655,Eugenia cristalensis Urb.
22104705,Eugenia cristata C. Wright
22100496,Eugenia crucicalyx McVaugh
22104364,Eugenia cuaoensis McVaugh
22104365,Eugenia cucullata Amshoff
100440650,Eugenia culicina Sobral
22106394,Eugenia culminicola McVaugh
100381751,Eugenia culta Sobral
22106396,Eugenia cuprea (O. Berg) Nied.
22103276,Eugenia cupulata Amshoff
22104645,Eugenia cupuligera Urb.
100476160,Eugenia curuba Costa-Lima & E.C.O. Chagas
22100501,Eugenia curvipilosa McVaugh
22101917,Eugenia curvivenia McVaugh
22101918,Eugenia cuspidifolia DC.
22104698,Eugenia cycloidea Urb.
22100504,Eugenia cydoniifolia O. Berg
22100505,Eugenia cymatodes O. Berg
22104649,Eugenia cyphophloea Griseb.
50214363,Eugenia darcyi Barrie
100189238,Eugenia decussata (Vell.) Mattos
22106400,Eugenia delpechiana Urb. & Ekman
22104367,Eugenia denigrata McVaugh
100440649,Eugenia densiracemosa Mazine & Faria
22104369,Eugenia dentata (O. Berg) Nied.
22100511,Eugenia diantha O. Berg
22101919,Eugenia dibrachiata McVaugh
50306508,Eugenia dichroma O. Berg
22100517,Eugenia dictyophleba O. Berg
22106406,Eugenia dictyophylla Urb.
22100518,Eugenia dimorpha O. Berg
100440648,Eugenia dipetala Sobral & L. Kollmann
22100519,Eugenia diplocampta Diels
100189256,Eugenia discolorans C. Wright
22101920,Eugenia discors McVaugh
22101921,Eugenia discreta McVaugh
22104947,Eugenia disperma Vell.
22104621,Eugenia disticha (Sw.) DC.
22104622,Eugenia disticha var. galalonensis C. Wright ex Griseb.
22100521,Eugenia dittocrepis O. Berg
100189260,Eugenia diversiflora O. Berg
22100525,Eugenia dodonaeifolia Cambess.
22101729,Eugenia domingensis O. Berg
100444697,Eugenia donosoensis Barrie, C.A. Ramos & O. Ortiz
22103052,Eugenia doubledayi Standl.
22100528,Eugenia duarteana Cambess.
22104983,Eugenia duchassaingiana O. Berg
22105346,Eugenia dulcis O. Berg
22104613,Eugenia duplicata Britton & P. Wilson ex Acev.-Rodr. & M.T. Strong
22104984,Eugenia dussii Krug & Urb.
22100529,Eugenia dysantha Benth.
22100530,Eugenia dysenterica DC.
50183628,Eugenia earhartii Acev.-Rodr.
22104599,Eugenia earlei Britton & P. Wilson
50274639,Eugenia earthiana P.E. Sánchez
22101922,Eugenia egensis DC.
22101730,Eugenia eggersii Kiaersk.
50192413,Eugenia ehrenbergiana O. Berg
22102922,Eugenia eliasii Lundell
22100532,Eugenia ellipsoidea Kiaersk.
22106421,Eugenia elongata Nied.
22104370,Eugenia emarginata (Kunth) DC.
100189288,Eugenia enormis (McVaugh) Mattos
22101924,Eugenia ependytes McVaugh
22106423,Eugenia eperforata Urb.
22104589,Eugenia eriantha Urb.
100440647,Eugenia espinhacensis Bünger & Sobral
22104371,Eugenia essequiboensis Sandwith
50214532,Eugenia esteliensis Barrie
22100536,Eugenia eurycheila O. Berg
22104374,Eugenia exaltata O. Berg
22100540,Eugenia excelsa O. Berg
22104663,Eugenia excisa Urb.
100189299,Eugenia excoriata O. Berg
100189302,Eugenia expansa Spring ex Mart.
100189303,Eugenia ezechiasii (Mattos) Mattos
22101866,Eugenia fallax Rich.
22102526,Eugenia farameoides A. Rich.
50214533,Eugenia farinacea Barrie
100444597,Eugenia farneyi Faria & Proença
22103432,Eugenia fasciculiflora O. Berg
22100542,Eugenia feijoi O. Berg
100381862,Eugenia fernandez-alonsoi Parra-Os.
22100544,Eugenia ferreiraeana O. Berg
100189313,Eugenia ferruginosa (Mattos) Mattos
22101974,Eugenia fimbriata (Kunth) DC.
100189325,Eugenia fissurata (O. Berg) Mattos
22100546,Eugenia flamingensis O. Berg
22100547,Eugenia flava O. Berg
22100548,Eugenia flavescens DC.
22102527,Eugenia flavoviridis Lundell
22102131,Eugenia floribunda H. West ex Willd.
22100551,Eugenia florida DC.
50306509,Eugenia fluminensis O. Berg
22101731,Eugenia foetida Pers.
100474528,Eugenia fortuita M.A.D. Souza & Sobral
100189339,Eugenia francavilleana O. Berg
22104378,Eugenia froesii McVaugh
100445379,Eugenia funchiana K. Cout. & M. Ibrahim
22100559,Eugenia fusca O. Berg
22102096,Eugenia galalonensis (C. Wright ex Griseb.) Krug & Urb.
100189352,Eugenia galbaoensis (Mattos) Mattos
22104633,Eugenia galeata Urb.
100444596,Eugenia gastropogena Faria & Proença
50310839,Eugenia gaudichaudiana O. Berg
22102300,Eugenia gaumeri Standl.
22100564,Eugenia gemmiflora O. Berg
100189360,Eugenia geraensis (D. Legrand & Mattos) Mattos
22104639,Eugenia gibberosa Urb.
22102928,Eugenia gigas Lundell
22101732,Eugenia glabrata (Sw.) DC.
100440646,Eugenia glabrescens Mazine
22100566,Eugenia glandulosa Cambess.
22103046,Eugenia glandulosopunctata P.E. Sánchez & Poveda
100368223,Eugenia goiapabana Sobral & Mazine
22100570,Eugenia gomesiana O. Berg
50214534,Eugenia gomezii Barrie
22106448,Eugenia gonavensis Urb.
22107338,Eugenia gongylocarpa M.L. Kawas. & B. Holst
22100572,Eugenia gracillima Kiaersk.
22100574,Eugenia grandifolia O. Berg
100445360,Eugenia grandissima Sobral, Mazine & E.A.D. Melo
50214535,Eugenia grayumii Barrie
22104218,Eugenia grazielae Mattos & D. Legrand
100189388,Eugenia greggii (Sw.) Poir.
22104703,Eugenia grifensis Urb.
50214536,Eugenia grijalvae Barrie
100189391,Eugenia grisea C.B. Rob.
22104623,Eugenia grisebachii Krug & Urb.
22104379,Eugenia griseiflora McVaugh
50327298,Eugenia grossa B. Holst & M.L. Kawas.
22104989,Eugenia gryposperma Krug & Urb.
100481618,Eugenia guanabarina (Mattos & D. Legrand) Giaretta & M.C. Souza
22104578,Eugenia guanensis Urb.
22102528,Eugenia guatemalensis Donn. Sm.
22100577,Eugenia guayaquilensis (Kunth) DC.
22100578,Eugenia guayaquilensis var. glabrior Benth.
22104276,Eugenia guianensis Aubl.
50214537,Eugenia haberi Barrie
22101733,Eugenia haematocarpa Alain
22106264,Eugenia hagelundii Mattos
22106453,Eugenia haitiensis Krug & Urb.
22101979,Eugenia hallii O. Berg
50310840,Eugenia hamiltonii (Mattos) Mattos
50214538,Eugenia hammelii Barrie
22105350,Eugenia handroana D. Legrand
100189398,Eugenia handroi (Mattos) Mattos
100189401,Eugenia hanoverensis Proctor
22106455,Eugenia harrisii Krug & Urb.
22106042,Eugenia hartmanniae Mattos
50214539,Eugenia hartshornii Barrie
22103501,Eugenia hassleriana Barb. Rodr.
100440645,Eugenia hatschbachii Mazine
22100580,Eugenia herbacea O. Berg
22104120,Eugenia heringeriana Mattos
22106015,Eugenia hermesiana Mattos
50214540,Eugenia herrerae Barrie
22106459,Eugenia heterochroa Urb.
22100581,Eugenia heterochroma Diels
22104571,Eugenia heterophylla A. Rich.
22101925,Eugenia hexovulata McVaugh
22100582,Eugenia hiemalis Cambess.
22107220,Eugenia higueyana Alain
22100583,Eugenia hilariana DC.
22102930,Eugenia hintonii Lundell
22103063,Eugenia hiraeifolia Standl.
22100584,Eugenia hirta O. Berg
100440644,Eugenia hispidiflora Sobral & M.C. Souza
22104990,Eugenia hodgei McVaugh
22107221,Eugenia holdridgei Alain
22102529,Eugenia hondurensis Ant. Molina
22107147,Eugenia howardiana Proctor
100468819,Eugenia huasteca Sánchez-Cháv. & Zamudio
22105591,Eugenia humilis (O. Berg) Phil.
22107346,Eugenia hyemalis Cambess.
22102530,Eugenia hypargyrea Standl.
22102596,Eugenia ibarrae Lundell
22104560,Eugenia ignota Britton & P. Wilson
22106462,Eugenia ilalensis Hieron.
22100592,Eugenia ilhensis O. Berg
22101926,Eugenia illepida McVaugh
22105263,Eugenia imaruiensis D. Legrand
22100594,Eugenia imbricata O. Berg
22106033,Eugenia impressa (O. Berg) Mattos
22105351,Eugenia impunctata O. Berg
22100595,Eugenia incanescens Benth.
22106463,Eugenia inconspicua Standl.
100475316,Eugenia indistincta Sobral & Stadnik
22104731,Eugenia inirebensis P.E. Sánchez
50192461,Eugenia intermedia O. Berg
50214541,Eugenia intibucana Barrie
22100598,Eugenia inundata DC.
100189449,Eugenia inversa Sobral
22100601,Eugenia involucrata DC.
100189450,Eugenia irirensis O. Berg
22105326,Eugenia isabeliana Kiaersk.
100189453,Eugenia ischnosceles O. Berg
22106464,Eugenia isosticta Urb.
22104119,Eugenia itacarensis Mattos
22106465,Eugenia itaguahiensis Nied.
22100603,Eugenia itahypensis O. Berg
22100604,Eugenia itajurensis Cambess.
22100605,Eugenia itapemirimensis Cambess.
100475317,Eugenia itaunensis Giaretta & Peixoto
22104696,Eugenia iteophylla Krug & Urb.
22102931,Eugenia izabalana Lundell
50192453,Eugenia jamaicensis O. Berg
22107223,Eugenia jambosoides C. Wright ex Griseb.
22100607,Eugenia janeirensis O. Berg
22107225,Eugenia jimenezii Alain
100440643,Eugenia joenssonii Kausel
100474377,Eugenia joseramosii M.A.D. Souza & Scudeller
100476161,Eugenia jussara Costa-Lima & E.C.O. Chagas
22102597,Eugenia jutiapensis Standl. & Steyerm.
22104383,Eugenia kaieteurensis Amshoff
22102598,Eugenia karwinskyana O. Berg
100189485,Eugenia kellyana Proctor
100475318,Eugenia kerianthera M.A.D. Souza
22105353,Eugenia kleinii D. Legrand
22100612,Eugenia klotzschiana O. Berg
22103024,Eugenia koepperi Standl.
100440642,Eugenia krapovickasiana Mattos
100386448,Eugenia krukoffiana (Kausel) B. Holst
100475319,Eugenia kuekii Giaretta & Peixoto
22104229,Eugenia kuhlmanniana Mattos & D. Legrand
100440641,Eugenia lacistema Sobral
22104609,Eugenia laeteviridis Urb.
22102599,Eugenia laevis O. Berg
22106471,Eugenia lagoensis Kiaersk.
22100616,Eugenia lambertiana DC.
22106472,Eugenia lamprophylla Urb.
22102602,Eugenia lancetillae Standl.
22100618,Eugenia langsdorffii O. Berg
22100619,Eugenia laruotteana Cambess.
22103265,Eugenia latifolia Aubl.
100189520,Eugenia laurae Proctor
22105093,Eugenia laxa DC.
22104733,Eugenia ledophylla (Standl.) McVaugh
50214542,Eugenia lempana Barrie
22106039,Eugenia leonanii Mattos
100189529,Eugenia leonorae (O. Berg) Mattos
22100622,Eugenia lepidota O. Berg
22100623,Eugenia leptoclada O. Berg
22102603,Eugenia letreroana Lundell
22100626,Eugenia leucadendron O. Berg
100189541,Eugenia lhotzkyana O. Berg
22104618,Eugenia libanensis Urb.
22103025,Eugenia liebmannii Standl.
50214544,Eugenia liesneri Barrie
22101736,Eugenia ligustrina (Sw.) Willd.
22104699,Eugenia ligustroides Urb.
22100003,Eugenia lilloana D. Legrand
22101985,Eugenia limbata (Kunth) DC.
22101930,Eugenia limbosa O. Berg
22106475,Eugenia lindahlii Urb. & Ekman
22106478,Eugenia linearis Rich. ex Berg
22104611,Eugenia lineata (Sw.) DC.
22106482,Eugenia lineolata Urb. & Ekman
100475320,Eugenia lisboae M.A.D. Souza
50214545,Eugenia lithosperma Barrie
50071826,Eugenia livida Elmer
50214563,Eugenia locuples Standl. & L.O. Williams ex Barrie
22104564,Eugenia loeseneri Urb.
22104612,Eugenia lomensis Britton & P. Wilson
100470292,Eugenia lomeroensis Villarroel & Bezerra
100476162,Eugenia longa M.A.D. Souza & Sobral
100000761,Eugenia longibracteata Mazine
22101931,Eugenia longicuspis McVaugh
22100635,Eugenia longifolia DC.
22106483,Eugenia longipedunculata Nied.
100189564,Eugenia longipetiolata (O. Berg) Mattos
22100636,Eugenia longiracemosa Kiaersk.
100353205,Eugenia longisepala M.L. Kawas. & B. Holst
100481632,Eugenia longohypanthiata Giaretta
22104644,Eugenia lucens Alain
22103456,Eugenia luciae Amshoff
100367664,Eugenia ludoviciana Gómez-Laur.
100440640,Eugenia luetzelburgii Burret & Luetzelb.
100189572,Eugenia luschnathiana (O. Berg) Klotzsch ex B.D. Jacks.
22100643,Eugenia macahensis O. Berg
22104217,Eugenia macedoi Mattos & D. Legrand
22106489,Eugenia macnabiana Urb.
22106491,Eugenia macradenia Urb. & Ekman
22106492,Eugenia macrantha O. Berg
22104146,Eugenia macrobracteolata Mattos
22101932,Eugenia macrocalyx (Rusby) McVaugh
22100648,Eugenia macrosperma DC.
22104693,Eugenia maestrensis Urb.
50226153,Eugenia magna B. Holst
22104224,Eugenia magnibracteolata Mattos & D. Legrand
100189586,Eugenia magnifica Spring ex Mart.
50214546,Eugenia magniflora Barrie
100478647,Eugenia magnisepala Bünger & Mazine
22102936,Eugenia magoana Lundell
22105382,Eugenia malacantha D. Legrand
22101934,Eugenia malpighioides (Kunth) DC.
100476163,Eugenia mammifera Costa-Lima & E.C.O. Chagas
100189599,Eugenia manausensis (Mattos & D. Legrand) Mattos
22106494,Eugenia mandevillensis Urb.
100189602,Eugenia mandioccensis O. Berg
22101935,Eugenia mandonii McVaugh
100189606,Eugenia mansoi O. Berg
22100653,Eugenia mansoni O. Berg
22103500,Eugenia maracayuensis Barb. Rodr.
100189607,Eugenia marambaiensis M.C. Souza & M.P. Lima
100371479,Eugenia marchiana Griseb.
100476167,Eugenia marieensis Sobral & M.A.D. Souza
100475323,Eugenia marleneae M.A.D. Souza & M. Mendonça
22103193,Eugenia marlierioides Rusby
22103446,Eugenia marowynensis Miq.
100189615,Eugenia martiana (O. Berg) Mattos
22103047,Eugenia matagalpensis P.E. Sánchez
100440638,Eugenia mattogrossensis Sobral
22105365,Eugenia mattosii D. Legrand
22102604,Eugenia matudae Lundell
100189619,Eugenia maxima (McVaugh) Mattos
50214547,Eugenia mcphersonii Barrie
50306506,Eugenia mcvaughii Steyerm. & Lasser
100189621,Eugenia megaflora (O. Berg) Govaerts
22104590,Eugenia megalopetala Griseb.
22104675,Eugenia melanadenia Krug & Urb.
50183631,Eugenia melanogyna (D. Legrand) Sobral
22106497,Eugenia membranifolia Nied.
22104679,Eugenia mensurensis Urb.
22104718,Eugenia meridensis Steyerm.
22103248,Eugenia mexicana Steud.
100447151,Eugenia michaelneei Villarroel & Faria
22102937,Eugenia michoacanensis Lundell
22100664,Eugenia micranthoides McVaugh
22105110,Eugenia micropora DC.
100189642,Eugenia mikanioides O. Berg
22104388,Eugenia mimus McVaugh
22106505,Eugenia minguetii Urb.
22104389,Eugenia minuscula McVaugh
22102967,Eugenia mirandae Merr.
22105270,Eugenia modesta DC.
100189654,Eugenia moensis Britton & P. Wilson
50214548,Eugenia molinae Barrie
100189655,Eugenia mollicoma Mart. ex O. Berg
22104690,Eugenia mollifolia Urb.
100189661,Eugenia monosperma Vell.
50214549,Eugenia monteverdensis Barrie
22101740,Eugenia monticola (Sw.) DC.
22100670,Eugenia moonioides O. Berg
22100671,Eugenia moraviana O. Berg
50165648,Eugenia morii B. Holst & M.L. Kawas.
22100673,Eugenia moritziana H. Karst.
100189669,Eugenia moschata (Aubl.) Nied. ex T. Durand & B.D. Jacks.
22107255,Eugenia mosenii (Kausel) Sobral
22104734,Eugenia mozomboensis P.E. Sánchez
22104556,Eugenia mucronata O. Berg
100475324,Eugenia mucugensis Sobral
22105362,Eugenia multicostata D. Legrand
22101936,Eugenia multirimosa McVaugh
22100679,Eugenia muricata DC.
22102831,Eugenia myrcianthes Nied.
50262170,Eugenia myrciariifolia Soares-Silva
22100683,Eugenia myrobalana DC.
22101990,Eugenia myrsinoides (Kunth) Burret ex Diels
22104704,Eugenia naguana Urb.
22106520,Eugenia nannophylla Urb. & Ekman
100449809,Eugenia naraveana Cházaro & Franc.-Gut.
100189692,Eugenia neibensis (Mattos) Mattos
22104700,Eugenia nematopoda Urb.
50183632,Eugenia neoformosa Sobral
50183634,Eugenia neoglomerata Sobral
100440639,Eugenia neogracilis Mazine & Sobral
100189698,Eugenia neograndifolia Mattos
50183637,Eugenia neolaurifolia Sobral
100440636,Eugenia neomattogrossensis Mazine
50183640,Eugenia neomyrtifolia Sobral
100481626,Eugenia neoriedeliana M.C. Souza & Giaretta
100189699,Eugenia neosericea (O. Berg) Morais & Sobral
50183642,Eugenia neosilvestris Sobral
50183643,Eugenia neotristis Sobral
50183644,Eugenia neoverrucosa Sobral
22102097,Eugenia nesiotica Standl.
22106521,Eugenia nicholsii Fawc. & Rendle
22102605,Eugenia nigrita Lundell
22104631,Eugenia nipensis Urb.
22104568,Eugenia nodulosa Urb.
22100693,Eugenia nutans O. Berg
22105383,Eugenia oblongata O. Berg
22100700,Eugenia ochrophloea Diels
22102098,Eugenia octopleura Krug & Urb.
22105299,Eugenia oeidocarpa O. Berg
22100701,Eugenia oerstediana O. Berg
22104630,Eugenia oligadenia Urb.
22106531,Eugenia oligandra Krug & Urb.
22103275,Eugenia omissa McVaugh
22105641,Eugenia ophthalmantha Kiaersk.
100189744,Eugenia orlandoi (Mattos) Mattos
22100709,Eugenia orthostemon O. Berg
22103274,Eugenia ovalis O. Berg
22102606,Eugenia ovandensis Lundell
22106537,Eugenia oxyoentophylla Kiaersk.
22104580,Eugenia oxysepala Urb.
22100712,Eugenia pachnantha O. Berg
22102607,Eugenia pachychlamys Donn. Sm.
22105377,Eugenia pachyclada D. Legrand
22104233,Eugenia pachystachya McVaugh
22104883,Eugenia pacifica Benth.
22107230,Eugenia padronii Alain
100440634,Eugenia pallidopunctata Mazine
100476172,Eugenia palmarina Costa-Lima & E.C.O. Chagas
50214550,Eugenia paloverdensis Barrie
22100715,Eugenia pantagensis O. Berg
100475325,Eugenia pantanalensis Faria & Sobral
22102608,Eugenia papalensis Standl. & Steyerm.
22104552,Eugenia papayoensis Urb.
22102880,Eugenia paracatuana O. Berg
22100717,Eugenia paranahybensis O. Berg
22106037,Eugenia paranapiacabensis Mattos
22102864,Eugenia parodiana Morong
22100719,Eugenia patens Poir.
22100720,Eugenia patrisii Vahl
22100722,Eugenia pauciflora DC.
22104671,Eugenia peninsularis Urb.
22101940,Eugenia percincta McVaugh
22102609,Eugenia percivalii Lundell
22106542,Eugenia percrenata McVaugh
22106545,Eugenia perriniana Urb. & Ekman
22100723,Eugenia persicifolia O. Berg
22104101,Eugenia peruibensis Mattos
100477646,Eugenia petaloidea Giaretta & B.S. Amorim
22104662,Eugenia petrophila Urb.
22104593,Eugenia phyllocardia Urb.
22105091,Eugenia pia DC.
22106503,Eugenia picardae Krug & Urb.
22104681,Eugenia piedraensis Urb.
22100727,Eugenia piloensis Cambess.
22106317,Eugenia pilosula Krug & Urb.
22104638,Eugenia pinariensis Urb.
22104625,Eugenia pinetorum Urb.
100440633,Eugenia pipensis A.R. Lourenço & B.S. Amorim
100189808,Eugenia pirataquinensis (Mattos) Mattos
22100729,Eugenia piresiana Cambess.
22106028,Eugenia piresii Mattos
22100730,Eugenia pisiformis Cambess.
22105111,Eugenia pistaciifolia DC.
22102882,Eugenia pitanga (O. Berg) Kiaersk.
100474544,Eugenia pithecocephala Mazine & Sobral
22106554,Eugenia pitrensis Urb.
22102100,Eugenia pittieri Standl.
22100738,Eugenia platyphylla O. Berg
22100739,Eugenia platysema O. Berg
22105404,Eugenia pleurocarpa Standl.
22106559,Eugenia plicata Nied.
100189811,Eugenia plicatocostata O. Berg
22104582,Eugenia plicatula C. Wright
22106561,Eugenia plinioides Urb. & Ekman
22100743,Eugenia pluriflora DC.
22105030,Eugenia pocsiana Borhidi
22100745,Eugenia pohliana DC.
22101941,Eugenia polyadena O. Berg
22106566,Eugenia polyclada Urb. & Ekman
22106569,Eugenia polypora Urb.
22100751,Eugenia polystachya Rich.
22104419,Eugenia polystachyoides Amshoff
22106570,Eugenia pomifera (Aubl.) Urb.
22102007,Eugenia porphyroclada O. Berg
100445383,Eugenia potiraguensis K. Cout. & M. Ibrahim
22104600,Eugenia pozasia Urb.
22104735,Eugenia praeterita McVaugh
22100754,Eugenia prasina O. Berg
22102101,Eugenia principium McVaugh
22101742,Eugenia procera (Sw.) Poir.
22104393,Eugenia producta DC.
22106574,Eugenia prolixa S. Moore
100355564,Eugenia prolongata M.L. Kawas. & B. Holst
22104394,Eugenia protenta McVaugh
22105379,Eugenia pruinosa D. Legrand
22100758,Eugenia pruniformis Cambess.
22105612,Eugenia pseudomalacantha D. Legrand
22101743,Eugenia pseudopsidium Jacq.
22100763,Eugenia psidiiflora O. Berg
22104554,Eugenia psiloclada Urb.
22104350,Eugenia ptariensis Steyerm.
22104627,Eugenia pteroclada Urb.
22106578,Eugenia puberula Nied.
22100764,Eugenia pubescens (Kunth) DC.
22107153,Eugenia pubicalyx Alain
22102942,Eugenia pueblana Lundell
22100765,Eugenia pulcherrima Kiaersk.
22101943,Eugenia punicifolia (Kunth) DC.
22102301,Eugenia purpusii Standl.
100353206,Eugenia pusilliflora M.L. Kawas. & B. Holst
22101947,Eugenia pustulescens McVaugh
22100767,Eugenia pycnantha Benth.
100384261,Eugenia pyrifera Faria & Proença
22100769,Eugenia pyriflora O. Berg
22100772,Eugenia pyriformis Cambess.
22101948,Eugenia quadrijuga McVaugh
22103445,Eugenia quadriovulata Amshoff
22101949,Eugenia quebradensis McVaugh
50214564,Eugenia quercetorum Standl. & L.O. Williams ex Barrie
100468818,Eugenia queretaroana Sánchez-Cháv. & Zamudio
22100777,Eugenia racemiflora O. Berg
22105378,Eugenia ramboi D. Legrand
22100781,Eugenia ramiflora Desv. ex Ham.
22105012,Eugenia ramonae Borhidi & O. Muñiz
22104573,Eugenia ramoniana Urb.
100474375,Eugenia ramosii M.A.D. Souza & Scud.
100475326,Eugenia rara Rigueira & Sobral
22102944,Eugenia ravenii Lundell
100440632,Eugenia regia Bünger & Sobral
22105373,Eugenia reitziana D. Legrand
22102610,Eugenia rekoi Standl.
22106584,Eugenia rendlei Urb.
22100784,Eugenia repanda O. Berg
50192416,Eugenia reticularis O. Berg
22104594,Eugenia retinadenia C. Wright
22101745,Eugenia rhombea (O. Berg) Krug & Urb.
22102006,Eugenia rhopaloides (Kunth) DC.
100476173,Eugenia rhytidocalyx M.A.D. Souza & Sobral
22100792,Eugenia rigida DC.
22104550,Eugenia rigidifolia A. Rich.
22104561,Eugenia rigidula Britton & P. Wilson
22104557,Eugenia rimosa C. Wright & Sauv. ex Urb.
100189907,Eugenia rinconiensis Mattos
22100793,Eugenia riograndis Lundell
50214551,Eugenia riosiae Barrie
100189914,Eugenia rizziniana Mattos
22104136,Eugenia rizzoana Mattos
100475327,Eugenia robustior Faria & Proença
22100799,Eugenia robustovenosa Kiaersk.
22104559,Eugenia rocana Britton & P. Wilson
100189920,Eugenia rodriguesii (Mattos & D. Legrand) Mattos
22104702,Eugenia roigii Urb.
100189921,Eugenia rojasiana (D. Legrand) Mattos
50074099,Eugenia rosariensis Borhidi
22100802,Eugenia rosea DC.
22103044,Eugenia roseiflora McVaugh
100444698,Eugenia roseola Barrie, C.A. Ramos & O. Ortiz
100444699,Eugenia roseopetala Barrie, I. Vergara & McPherson
50324798,Eugenia rostrata O. Berg
22105361,Eugenia rostrifolia D. Legrand
100381752,Eugenia rotula Sobral
22105264,Eugenia rotundicosta D. Legrand
22102945,Eugenia rubella Lundell
22102611,Eugenia rufidula Lundell
100189947,Eugenia rugosissima Sobral
100475328,Eugenia ruschiana Bünger, Mazine & Stehmann
22107155,Eugenia sachetae Proctor
100478648,Eugenia salacifolia Bünger & Mazine
22102612,Eugenia salamensis Donn. Sm.
22107234,Eugenia samanensis Alain
22104642,Eugenia samuelssonii Ekman & Urb.
50214552,Eugenia sancarlosensis Barrie
22103061,Eugenia sanjuanensis P.E. Sánchez
22103049,Eugenia sarapiquensis P.E. Sánchez
22102613,Eugenia sasoana Standl. & Steyerm.
22104665,Eugenia sauvallei Krug & Urb.
22102614,Eugenia savannarum Standl. & Steyerm.
22101956,Eugenia scalariformis McVaugh
22104575,Eugenia scaphephylla C. Wright
22100812,Eugenia schlechtendaliana O. Berg
22100813,Eugenia schomburgkii Benth.
22100814,Eugenia schottiana O. Berg
22106606,Eugenia schulziana Urb.
22101957,Eugenia schunkei McVaugh
22105366,Eugenia sclerocalyx D. Legrand
22104588,Eugenia sebastiani Urb.
100189984,Eugenia selloi (O. Berg) B.D. Jacks.
22100816,Eugenia sellowiana DC.
50214554,Eugenia selvana Barrie
100355566,Eugenia sericifolia M.L. Kawas. & B. Holst
100381753,Eugenia serraegrandis Sobral
22101747,Eugenia serrasuela Krug & Urb.
22104598,Eugenia serrei Urb.
22101748,Eugenia sessiliflora Vahl
22105092,Eugenia sessilifolia DC.
22104683,Eugenia shaferi Urb.
50214555,Eugenia shimishito Barrie
22102615,Eugenia shookii Lundell
22103270,Eugenia siggersii Standl.
22104400,Eugenia sigillata McVaugh
22102947,Eugenia siltepecana Lundell
22106611,Eugenia sinaloae Standl.
22100824,Eugenia skutchii C.V. Morton & Standl.
22106614,Eugenia sloanei Urb.
100440628,Eugenia sobraliana Giaretta & Fraga
22106618,Eugenia sodiroi Diels
22100825,Eugenia solimoensis O. Berg
22100826,Eugenia sonderiana O. Berg
22105003,Eugenia sooiana Borhidi
22104736,Eugenia sotoesparzae P.E. Sánchez
22106619,Eugenia sparsa S. Moore
22100829,Eugenia speciosa Cambess.
22100831,Eugenia sphenoides O. Berg
22100832,Eugenia sphenophylla O. Berg
22100835,Eugenia splendens O. Berg
22105422,Eugenia sprengellii DC.
22100836,Eugenia spruceana O. Berg
22104096,Eugenia squamiflora Mattos
22101750,Eugenia stahlii (Kiaersk.) Krug & Urb.
22106622,Eugenia standleyi McVaugh
22104584,Eugenia stenoptera Urb.
22100838,Eugenia stenosepala Kiaersk.
22104174,Eugenia stenosepaloides Mattos
22104553,Eugenia stenoxipha Urb.
22100839,Eugenia stephanii O. Berg
22104673,Eugenia stereophylla Urb.
22101751,Eugenia stewardsonii Britton
22105112,Eugenia stictopetala DC.
22100843,Eugenia stigmatosa DC.
22100844,Eugenia stipitata McVaugh
100279682,Eugenia strellensis O. Berg
100190032,Eugenia strictissima (O. Berg) Govaerts
100190033,Eugenia strigipes O. Berg
100476174,Eugenia studerae B.S. Amorim
22104628,Eugenia sturrockii R.A. Howard
22104402,Eugenia stylaris McVaugh
22100848,Eugenia subamplexicaulis DC.
22100849,Eugenia subavenia O. Berg
22104674,Eugenia subdisticha Urb.
22100851,Eugenia suberosa Cambess.
100475329,Eugenia submontana B.S. Amorim & M. Alves
22106628,Eugenia subreticulata Glaz.
22107156,Eugenia subspinulosa Borhidi & O. Muñiz
22100853,Eugenia subterminalis DC.
22100854,Eugenia subundulata Kiaersk.
22105431,Eugenia suffrutescens Nied.
22105433,Eugenia sulcata Spring ex Mart.
100464048,Eugenia sulcatifolia L.D. Meireles & Mazine
22106632,Eugenia sulcivenia Krug & Urb.
22100857,Eugenia supraaxillaris Spring
22104737,Eugenia symphoricarpos McVaugh
22104719,Eugenia tachirensis Steyerm.
22103463,Eugenia tafelbergica Amshoff
22104720,Eugenia tamaensis Steyerm.
22100859,Eugenia tapacumensis O. Berg
22106638,Eugenia tapirorum Standl.
50047994,Eugenia teapensis McVaugh
100190085,Eugenia teixeireana (Mattos) Mattos
22102949,Eugenia tenejapensis Lundell
100440627,Eugenia tenuiflora Mazine
22101959,Eugenia tenuimarginata McVaugh
