NameID,Name
22101830,Calyptranthes maxima McVaugh
22102592,Calyptranthes mayana Lundell
22102655,Calyptranthes mayarensis Borhidi
100450025,Calyptranthes mcvaughii M.L. Kawas. & D. Santam.
22101622,Calyptranthes megistophylla Standl.
22102555,Calyptranthes meridensis Steyerm.
22102345,Calyptranthes micrantha C. Wright ex Griseb.
50270210,Calyptranthes microphylla B. Holst & M.L. Kawas.
22102406,Calyptranthes millspaughii Urb.
22102656,Calyptranthes minutiflora Borhidi
22102670,Calyptranthes mirabilis Bisse & Am. Rodríguez
22102544,Calyptranthes moaensis Alain
100468816,Calyptranthes moctezumae Sánchez-Cháv. & Zamudio
22102422,Calyptranthes monocarpa Urb.
50273924,Calyptranthes monteverdensis P.E. Sánchez
22102450,Calyptranthes mornicola Urb.
22100309,Calyptranthes multiflora Poepp. ex O. Berg
22102657,Calyptranthes munizii Borhidi
22102472,Calyptranthes myrcioides Urb. & Ekman
100001988,Calyptranthes nervata M.L. Kawas. & B. Holst
50238069,Calyptranthes nigrescens B. Holst
22100312,Calyptranthes nigricans DC.
22102658,Calyptranthes nipensis Borhidi & O. Muñiz
22102401,Calyptranthes nodosa Urb.
22102348,Calyptranthes nummularia O. Berg
22102424,Calyptranthes oblanceolata Urb.
22102538,Calyptranthes oblongifolia R.A. Howard
22100313,Calyptranthes obovata Kiaersk.
22102352,Calyptranthes obversa O. Berg
22102425,Calyptranthes oligantha Urb.
100477268,Calyptranthes orientalis B. Holst & M.L. Kawas.
22100318,Calyptranthes ovalifolia Cambess.
22102556,Calyptranthes ovoidea McVaugh
22102452,Calyptranthes pachyadenia Urb. & Ekman
22101805,Calyptranthes pallens Griseb.
22102473,Calyptranthes palustris Urb. & Ekman
22100320,Calyptranthes paniculata Ruiz & Pav.
22102427,Calyptranthes paradoxa Urb.
22102358,Calyptranthes pauciflora O. Berg
22102511,Calyptranthes paxillata McVaugh
22101806,Calyptranthes peduncularis Alain
22102359,Calyptranthes pendula O. Berg
22102671,Calyptranthes peninsularis Bisse
22102512,Calyptranthes perlaevigata Lundell
22102580,Calyptranthes petenensis Lundell
22102474,Calyptranthes picachoana Urb. & Ekman
22102391,Calyptranthes picardae Krug & Urb.
22102571,Calyptranthes pileata D. Legrand
22102412,Calyptranthes pinetorum Britton & P. Wilson ex Britton
22102453,Calyptranthes pitoniana Urb. & Ekman
22102454,Calyptranthes pittieri Standl.
22102360,Calyptranthes platyphylla O. Berg
22101834,Calyptranthes plicata McVaugh
22102660,Calyptranthes pocsiana Borhidi
22102407,Calyptranthes polysticta Urb.
22102455,Calyptranthes pozasiana Urb.
100158774,Calyptranthes proctorii (Proctor) Acev.-Rodr.
22102456,Calyptranthes protracta Urb.
22102672,Calyptranthes pseudoapoda Bisse & Am. Rodríguez
50224601,Calyptranthes pseudobrunneica Parra-Os.
22102661,Calyptranthes pseudomoaensis Borhidi & O. Muñiz
22102363,Calyptranthes pteropoda O. Berg
22101835,Calyptranthes pulchella DC.
22102539,Calyptranthes pullei Burret ex Amshoff
22102364,Calyptranthes punctata Griseb.
22107239,Calyptranthes restingae Sobral
22102457,Calyptranthes rhodophylla Ekman & Urb.
22102368,Calyptranthes rigida Macfad. ex Griseb.
22102371,Calyptranthes rostrata Blume
22102373,Calyptranthes rotundata Griseb.
22102594,Calyptranthes rubella (O. Berg) D. Legrand
22100326,Calyptranthes rufa O. Berg
22101836,Calyptranthes rufotomentosa McVaugh
22100327,Calyptranthes ruiziana O. Berg
22102408,Calyptranthes rupicola Urb.
22102595,Calyptranthes salamensis Lundell
22102458,Calyptranthes salicifolia Urb. & Ekman
22102459,Calyptranthes samuelssonii Urb. & Ekman
100440045,Calyptranthes santalucia Sobral
22100328,Calyptranthes schiedeana O. Berg
22102081,Calyptranthes scoparia O. Berg
22102460,Calyptranthes selleana Urb. & Ekman
100440046,Calyptranthes serrana A.R. Lourenço
22100330,Calyptranthes sessilis McVaugh
100470288,Calyptranthes siberiensis Villarroel, M. Nee & Proença
22101837,Calyptranthes simulata McVaugh
22101808,Calyptranthes sintenisii Kiaersk.
22102557,Calyptranthes smithii McVaugh
100440047,Calyptranthes solitaria Sobral, O. Aguiar & Antunes
22102461,Calyptranthes sordida Urb. & Ekman
100279486,Calyptranthes sparsiflora M.L. Kawas. & B. Holst
22101838,Calyptranthes speciosa Sagot
22101839,Calyptranthes speciosa var. gigantifolia (McVaugh) McVaugh
22102540,Calyptranthes spicata Amshoff
22100331,Calyptranthes spruceana O. Berg
100401553,Calyptranthes straminea B. Holst
22100332,Calyptranthes strigipes O. Berg
22102462,Calyptranthes subcapitata Urb.
22102573,Calyptranthes tenuipes McVaugh
22102463,Calyptranthes terniflora Urb. & Ekman
22100333,Calyptranthes tessmannii Burret ex McVaugh
22102379,Calyptranthes tetraptera O. Berg
22101809,Calyptranthes thomasiana O. Berg
22102664,Calyptranthes toaensis Borhidi
22102581,Calyptranthes tonii Lundell
22102574,Calyptranthes tricona D. Legrand
22100334,Calyptranthes tridymantha Diels
100158775,Calyptranthes triflora Alain
22102082,Calyptranthes tumidonodia Schery
22102380,Calyptranthes tussaceana O. Berg
100440048,Calyptranthes ubatubana Sobral & Rochelle
22102393,Calyptranthes umbelliformis Krug & Urb.
100158776,Calyptranthes ursina Barroso & Peixoto
22102582,Calyptranthes venulosa Lundell
50327296,Calyptranthes websteri B. Holst & M.L. Kawas.
22102382,Calyptranthes widgreniana O. Berg
22102383,Calyptranthes wilsonii Griseb.
22102674,Calyptranthes woodburyi Alain
22102475,Calyptranthes yaquensis Urb. & Ekman
22102465,Calyptranthes yaraensis Urb.
100435872,Calyptranthes yasuniana M.L. Kawas. & Á.J. Pérez
22102513,Calyptranthes zanquinensis Ant. Molina
22101811,Calyptranthes zuzygium (L.) Sw.
40036073,Calyptranthes Sw.
22107138,Calyptrogenia biflora Alain
22106281,Calyptrogenia bracteosa (Urb.) Burret
22107240,Calyptrogenia cuspidata Alain
22102708,Calyptrogenia ekmanii (Urb.) Burret
22106282,Calyptrogenia grandiflora Burret
22106285,Calyptrogenia jeremiensis (Urb. & Ekman) Burret
40036127,Calyptrogenia Burret
22102123,Calyptropsidium friedrichsthalianum O. Berg
22102124,Calyptropsidium sartorianum (O. Berg) Krug & Urb.
40036159,Calyptropsidium O. Berg
22100340,Campomanesia adamantium (Cambess.) O. Berg
50214066,Campomanesia anemonea Landrum
22103882,Campomanesia aprica (Vell.) O. Berg
22103043,Campomanesia aromatica (Aubl.) Griseb.
22100342,Campomanesia aurea O. Berg
100374193,Campomanesia blanchetiana Landrum & M. Ibrahim
100440097,Campomanesia cavalcantina Soares-Silva & Proença
100440098,Campomanesia costata M. Ibrahim & Landrum
100374183,Campomanesia cucullata Proença & L. Jenn.
22103889,Campomanesia dentata O. Berg
22103780,Campomanesia dichotoma (O. Berg) Mattos
22103166,Campomanesia espiritosantensis Landrum
100160409,Campomanesia eugenioides (Cambess.) D.Legrand ex Landrum
22103886,Campomanesia fruticosa (Vell.) O. Berg
22103306,Campomanesia grandiflora (Aubl.) Sagot
22100365,Campomanesia guaviroba (DC.) Kiaersk.
22100366,Campomanesia guazumifolia (Cambess.) O. Berg
22100368,Campomanesia hirsuta Gardner
22104164,Campomanesia ilhoensis Mattos
22100371,Campomanesia laurifolia Gardner
22100372,Campomanesia lineatifolia Ruiz & Pav.
22103876,Campomanesia littoralis D. Legrand
22103812,Campomanesia lundiana (Kiaersk.) Mattos
50214064,Campomanesia macrobracteolata Landrum
22103884,Campomanesia mediterranea (Vell.) O. Berg
22103813,Campomanesia neriiflora (O. Berg) Nied.
22103814,Campomanesia pabstiana Mattos & D. Legrand
22106295,Campomanesia paranensis D. Legrand
22100379,Campomanesia phaea (O. Berg) Landrum
22100382,Campomanesia prosthecesepala Kiaersk.
22100383,Campomanesia pubescens (DC.) O. Berg
22103847,Campomanesia reitziana D. Legrand
22100393,Campomanesia rufa (O. Berg) Nied.
100160414,Campomanesia schlechtendaliana (O. Berg) Nied.
100475195,Campomanesia sepalifolia Luber & M. Ibrahim
22103202,Campomanesia sessiliflora (O. Berg) Mattos
50175053,Campomanesia simulans M.L. Kawas.
22102062,Campomanesia speciosa (Diels) McVaugh
100160417,Campomanesia terminalis (Vell.) Mattos
22106296,Campomanesia thea (Seem.) Gilg. & Straub.
22103883,Campomanesia transalpina (Vell.) O. Berg
22100403,Campomanesia velutina (Cambess.) O. Berg
50088853,Campomanesia xanthocarpa Mart. ex O. Berg
40000188,Campomanesia Ruiz & Pav.
22103158,Chamguava gentlei (Lundell) Landrum
22103162,Chamguava musarum (Standl. & Steyerm.) Landrum
22103164,Chamguava schippii (Standl.) Landrum
40037266,Chamguava Landrum
22102705,Chytraculia cuspidata (Mart. ex DC.) Kuntze
22102706,Chytraculia densiflora (Poepp. ex O. Berg) Kuntze
22102717,Chytraculia forsteri (O. Berg) Kuntze
22102733,Chytraculia longifolia (O. Berg) Kuntze
22102737,Chytraculia macrophylla (O. Berg) Kuntze
22102741,Chytraculia multiflora (Poepp. ex O. Berg) Kuntze
22102774,Chytraculia ruiziana (O. Berg) Kuntze
40008870,Chytraculia P. Browne
50318036,Curitiba prismatica (D. Legrand) Salywon & Landrum
50318035,Curitiba Salywon & Landrum
100184984,Emurtia guayaquilensis (Kunth) Raf.
40002891,Emurtia Raf.
50074628,Eugenia abbreviata Elmer
100188912,Eugenia aboukirensis Proctor
100445389,Eugenia abunan M.A.D. Souza & Sobral
22102087,Eugenia acapulcensis Steud.
22104597,Eugenia aceitillo Urb.
22104626,Eugenia acrantha Urb.
22101906,Eugenia acrensis McVaugh
100188914,Eugenia acrisepala (Proctor) Govaerts
22104634,Eugenia acunae Alain
22105442,Eugenia acutata Miq.
22104615,Eugenia acutissima Urb. & Ekman
22100411,Eugenia adenantha O. Berg
22106307,Eugenia aemula Diels
100353202,Eugenia aequatoriensis M.L. Kawas. & B. Holst
22100414,Eugenia aerosa McVaugh
22102514,Eugenia aeruginea DC.
22100416,Eugenia agathopoda Diels
22105006,Eugenia alainii Borhidi
22106753,Eugenia alaternifolia Benth.
22103466,Eugenia albicans (O. Berg) Urb.
22104866,Eugenia albida Bonpl.
22106308,Eugenia albimarginata Urb. & Ekman
22106310,Eugenia alexandri Krug & Urb.
22106311,Eugenia alnifolia McVaugh
22104820,Eugenia alpina (Sw.) Willd.
100475294,Eugenia altissima Sobral & Faria
100474526,Eugenia altoalegre Sobral & M.A.D. Souza
22102515,Eugenia amatenangensis Lundell
22104701,Eugenia amblyophylla Urb.
22104347,Eugenia amblyosepala McVaugh
100440657,Eugenia amorimii Fraga & Giaretta
100355563,Eugenia ampla M.L. Kawas. & B. Holst
22106315,Eugenia amplifolia Urb.
22104348,Eugenia amshoffae McVaugh
22104619,Eugenia anafensis Urb.
22103237,Eugenia anastomosans DC.
22103273,Eugenia andina O. Berg
22106016,Eugenia angelyana Mattos
22100423,Eugenia angustissima O. Berg
100475295,Eugenia anisomischa Sobral & K. Cout.
22105169,Eugenia anomala D. Legrand
22104677,Eugenia anthacanthoides Urb. & Ekman
100476156,Eugenia anthropophaga Costa-Lima & E.C.O. Chagas
22104351,Eugenia arawakorum Sandwith
22100426,Eugenia ardisioides Lundell
22100427,Eugenia arenaria Cambess.
22104102,Eugenia arenosa Mattos
50165646,Eugenia argyrophylla B. Holst & M.L. Kawas.
22100428,Eugenia armeniaca Sagot
100188980,Eugenia arrabidae O. Berg
100444686,Eugenia arrhaphocalyx Barrie, I. Vergara & McPherson
22104945,Eugenia arvensis Vell.
100474532,Eugenia asema Sobral, I.G. Costa & M.C. Souza
22104586,Eugenia asperifolia O. Berg
22100429,Eugenia astringens Cambess.
22104221,Eugenia atrata Mattos & D. Legrand
22104629,Eugenia atricha Urb.
22100431,Eugenia atroracemosa McVaugh
22101907,Eugenia atrosquamata McVaugh
22100432,Eugenia augustana Kiaersk.
22102838,Eugenia aurata O. Berg
22102089,Eugenia austin-smithii Standl.
22106332,Eugenia avicenniae Standl.
22101721,Eugenia axillaris (Sw.) Willd.
22104717,Eugenia ayacuchae Steyerm.
100440656,Eugenia azeda Sobral
22100433,Eugenia azurensis O. Berg
22105375,Eugenia bacopari D. Legrand
100188999,Eugenia badia O. Berg
22106031,Eugenia bahiana Mattos
22100435,Eugenia bahiensis DC.
100189001,Eugenia bahorucana Alain
22104352,Eugenia baileyi Britton
22102900,Eugenia bajaverapazana Lundell
22102126,Eugenia balancanensis Lundell
22104591,Eugenia banderensis Urb.
22101908,Eugenia barbata McVaugh
100440654,Eugenia barrana Sobral
22106339,Eugenia basilaris McVaugh
100189016,Eugenia batavorum (McVaugh) Mattos
22107209,Eugenia batingabranca Sobral
22104651,Eugenia bayatensis Urb.
22105340,Eugenia beaurepairiana (Kiaersk.) D. Legrand
100189020,Eugenia belemii (Mattos) Mattos
22104353,Eugenia belemitana McVaugh
22106340,Eugenia belladerensis Urb. & Ekman
50214519,Eugenia belloi Barrie
22106342,Eugenia bergii Nied.
100189026,Eugenia beruttii (Mattos) Mattos
22104585,Eugenia beyeri Urb.
22101722,Eugenia biflora (L.) DC.
22102860,Eugenia bimarginata DC.
100474541,Eugenia binata Mazine & Sobral
22100439,Eugenia blanchetiana O. Berg
50183627,Eugenia blanda Sobral
22104138,Eugenia bocainensis Mattos
100189038,Eugenia boliviana (D. Legrand) Mattos
22101723,Eugenia boqueronensis Britton
22101724,Eugenia borinquensis Britton
100189043,Eugenia botequimensis Kiaersk.
100444694,Eugenia brachyblastiflora Barrie, C.A. Ramos & O. Ortiz
22106354,Eugenia brachyclada Urb. & Ekman
22100443,Eugenia brachysepala Kiaersk.
22106355,Eugenia brachythrix Urb.
22100444,Eugenia bracteata Rich.
22104942,Eugenia brasiliana (L.) Aubl.
22100447,Eugenia brasiliensis Lam.
50214520,Eugenia breedlovei Barrie
100365353,Eugenia brejoensis Mazine
100476157,Eugenia breviacuminata M.A.D. Souza & Sobral
22104661,Eugenia brevipes A. Rich.
100440653,Eugenia breviracemosa Mazine
22105262,Eugenia brevistila D. Legrand
22106359,Eugenia brownei Urb.
22103455,Eugenia brownsbergii Amshoff
100000758,Eugenia brunneopubescens Mazine
22105506,Eugenia brunoi Mattos
100435873,Eugenia bullatifolia M.L. Kawas. & Á.J. Pérez
22100449,Eugenia bumelioides Standl.
22106361,Eugenia bunchosiifolia Nied.
22105165,Eugenia burkartiana (D. Legrand) D. Legrand
22104356,Eugenia byssacea McVaugh
100445378,Eugenia caatingicola K. Cout. & M. Ibrahim
22100452,Eugenia cachoeirensis O. Berg
22102518,Eugenia cacuminum Standl. & Steyerm.
100365350,Eugenia caducibracteata Mazine
100475296,Eugenia caducipetala M.A.D. Souza & Scud.
22106364,Eugenia cahosiana Urb. & Ekman
22105029,Eugenia cajalbanica Borhidi & O. Muñiz
100408469,Eugenia calimensis Parra-Os.
22104358,Eugenia callichroma McVaugh
100475297,Eugenia caloneura Sobral & Rigueira
22106365,Eugenia calumettae Urb. & Ekman
22100454,Eugenia calva McVaugh
22100455,Eugenia calycina Cambess.
22104652,Eugenia camarioca C. Wright
100476158,Eugenia cambemba Costa-Lima & E.C.O. Chagas
100440652,Eugenia cambucae Mattos
100476159,Eugenia campina Sobral & M.A.D. Souza
22100459,Eugenia cana DC.
22104648,Eugenia canapuensis Urb.
22100460,Eugenia candolleana DC.
100189095,Eugenia capillipes Borhidi
100189098,Eugenia capitulifera O. Berg
100000759,Eugenia capixaba Mazine
22105268,Eugenia capparidifolia DC.
22102519,Eugenia capuli (Schltdl. & Cham.) Hook. & Arn.
22102520,Eugenia capulioides Lundell
50214521,Eugenia cararaensis Barrie & Q. Jiménez
22100461,Eugenia cartagensis O. Berg
22104869,Eugenia casearioides (Kunth) DC.
100353203,Eugenia castaneiflora M.L. Kawas. & B. Holst
100440651,Eugenia cataphyllea M.C. Souza & Sobral
22100467,Eugenia catharinae O. Berg
22105607,Eugenia catharinensis D. Legrand
22104636,Eugenia catingiflora Griseb.
22106012,Eugenia cavalcanteana Mattos
22102912,Eugenia cayoana Lundell
22104567,Eugenia ceibana Urb.
22100469,Eugenia cerasiflora Miq.
22105374,Eugenia cereja D. Legrand
100475298,Eugenia cerradensis Sobral & Faria
50274474,Eugenia cerrocacaoensis Barrie
22102521,Eugenia cervina Standl. & Steyerm.
22107144,Eugenia chacueyana Alain
22102914,Eugenia chahalana Lundell
22101916,Eugenia chartacea McVaugh
50214522,Eugenia chavarriae Barrie
22102091,Eugenia chepensis Standl.
22102522,Eugenia chiapensis Lundell
22102523,Eugenia chinajensis Standl. & Steyerm.
22100471,Eugenia chiquitensis O. Berg
22100472,Eugenia chlorocarpa O. Berg
50324796,Eugenia chlorophylla O. Berg
22102524,Eugenia choapamensis Standl.
22106375,Eugenia christii Urb.
22106376,Eugenia chrootricha Urb. & Ekman
22107145,Eugenia chrootrichoides Proctor
22100475,Eugenia chrysobalanoides DC.
22102092,Eugenia chrysophyllum Poir.
50292737,Eugenia churutensis Cornejo
22104664,Eugenia cincta Griseb.
22100480,Eugenia cinerascens Gardner
100475315,Eugenia circumdata Mazine & Sobral
22104360,Eugenia citrifolia Poir.
22102525,Eugenia citroides Lundell
22106380,Eugenia clarendonensis Urb.
22104563,Eugenia clarensis Britton & P. Wilson
100189150,Eugenia coaetanea O. Berg
100189152,Eugenia coccifera O. Berg
100445381,Eugenia coccinea K. Cout. & M. Ibrahim
50214524,Eugenia cocosensis Barrie
100475759,Eugenia coetzalensis Durán-Esp. & Cast.-Campos
22103442,Eugenia coffeifolia DC.
50214526,Eugenia coibensis Barrie
22102128,Eugenia colipensis O. Berg
22102093,Eugenia coloradoensis Standl.
50306507,Eugenia complicata O. Berg
22103467,Eugenia compta O. Berg
50327297,Eugenia concava B. Holst & M.L. Kawas.
100189162,Eugenia conchalensis D. Legrand & Mattos
22106040,Eugenia concolor Mattos
50226151,Eugenia conduplicata B. Holst
22101725,Eugenia confusa DC.
22100489,Eugenia congestissima Diels
22104361,Eugenia conjuncta Amshoff
22107217,Eugenia constanzae Alain
22105344,Eugenia convexinervia D. Legrand
22106384,Eugenia copacabanensis Kiaersk.
